,split_0,split_1,split_2,averb,averb_s,averb_o,averb_relation,root,root_full,root_s,root_o,fverb,fword,apos,apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices
156,This paper studies the performances and behaviors of,BERT,in ranking tasks .,studies,['This'],"['the performances and behaviors of BERT in ranking tasks', '.']",-1.0,studies,studies,['This'],"['the performances and behaviors of BERT in ranking tasks', '.']",ranking,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'behaviors']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,0,This paper studies the performances and behaviors of BERT in ranking tasks.,"['This', 'paper', 'studies', 'the', 'performances', 'and', 'behaviors', 'of', 'BERT', 'in', 'ranking', 'tasks', '.']","(8, 9)","(52, 56)"
157,We explore several different ways to leverage,the pre - trained BERT,and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,ranking,ranking,['We explore several different ways to leverage the pre - trained BERT and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document'],['.'],ranking,and,"['NOUN', 'VERB', 'NOUN']","['BERT', 'leverage', 'ways']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(7, 12)","(45, 67)"
158,We explore several different ways to leverage the pre - trained BERT and fine - tune,it,on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,ranking,ranking,['We explore several different ways to leverage the pre - trained BERT and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document'],['.'],ranking,on,"['PRON', 'NOUN', 'VERB']","['it', 'tune', 'leverage']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(16, 17)","(84, 86)"
159,Experimental results on MS MARCO demonstrate the strong effectiveness of,BERT,"in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .",demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],-1.0,demonstrate,demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],ranking,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'effectiveness']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.","['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(10, 11)","(72, 76)"
160,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that",BERT,is a strong interaction - based seq2seq matching model .,answering,[],['focused passage ranking tasks'],-1.0,demonstrate,demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],is,is,"['PROPN', 'NOUN', 'NOUN']","['BERT', 'model', 'fact']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.","['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(26, 27)","(158, 162)"
161,Experimental results on TREC show the gaps between the,BERT,pre-trained on surrounding contexts and the needs of ad hoc document ranking.,pre,"['the', 'BERT']",[],1.0,results,results,['Experimental'],[],surrounding,pre-trained,"['PROPN', 'VERB', 'ADP']","['BERT', 'pre', 'between']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,3,Experimental results on TREC show the gaps between the BERT pre-trained on surrounding contexts and the needs of ad hoc document ranking.,"['Experimental', 'results', 'on', 'TREC', 'show', 'the', 'gaps', 'between', 'the', 'BERT', 'pre-trained', 'on', 'surrounding', 'contexts', 'and', 'the', 'needs', 'of', 'ad', 'hoc', 'document', 'ranking.']","(9, 10)","(54, 58)"
162,Analyses illustrate how,BERT,"allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",1.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",allocates,allocates,"['PROPN', 'VERB', 'VERB']","['BERT', 'allocates', 'illustrate']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(3, 4)","(23, 27)"
163,Analyses illustrate how BERT allocates,its,"attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",-1.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",prefers,attentions,"['DET', 'NOUN', 'VERB']","['its', 'attentions', 'allocates']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(5, 6)","(38, 41)"
164,Analyses illustrate how BERT allocates its attentions between query - document tokens in,its,"Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",-1.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",prefers,Transformer,"['DET', 'NOUN', 'ADP']","['its', 'layers', 'in']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(13, 14)","(88, 91)"
165,"Analyses illustrate how BERT allocates its attentions between query - document tokens in its Transformer layers , how",it,"prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",prefers,['it'],"['semantic', 'how that differs with the soft match patterns learned by a click - trained neural ranker']",1.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",prefers,prefers,"['PRON', 'VERB', 'NOUN']","['it', 'prefers', 'document']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(18, 19)","(117, 119)"
166,Understanding the Behaviors of,BERT,in Ranking.,Understanding,[],['the Behaviors of BERT'],-1.0,Understanding,Understanding,[],['the Behaviors of BERT'],,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'Behaviors']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Title,0,Understanding the Behaviors of BERT in Ranking.,"['Understanding', 'the', 'Behaviors', 'of', 'BERT', 'in', 'Ranking.']","(4, 5)","(30, 34)"
167,We present,simple BERT - based models for relation extraction and semantic role labeling,.,,,,,role,role,[],['We present simple BERT - based models for relation extraction and semantic labeling .'],,,['NOUN'],['role'],https://www.semanticscholar.org/paper/Simple-BERT-Models-for-Relation-Extraction-and-Role-Shi-Lin/fddbcabe0fc9be0684855ae3dd059fb525a69e5b,21,Abstract,0,We present simple BERT-based models for relation extraction and semantic role labeling.,"['We', 'present', 'simple', 'BERT', '-', 'based', 'models', 'for', 'relation', 'extraction', 'and', 'semantic', 'role', 'labeling', '.']","(2, 14)","(10, 87)"
168,"In recent years, state-of-the-art performance has been achieved using neural models by incorporating lexical and syntactic features such as part-of-speech tags and dependency trees.",,,,,,,achieved,has been achieved,"[',', 'state - of - the - art performance']",['using neural models by incorporating lexical and syntactic features such as part - of - speech tags and dependency trees'],,,,,https://www.semanticscholar.org/paper/Simple-BERT-Models-for-Relation-Extraction-and-Role-Shi-Lin/fddbcabe0fc9be0684855ae3dd059fb525a69e5b,21,Abstract,1,"In recent years, state-of-the-art performance has been achieved using neural models by incorporating lexical and syntactic features such as part-of-speech tags and dependency trees.","['In', 'recent', 'years,', 'state-of-the-art', 'performance', 'has', 'been', 'achieved', 'using', 'neural', 'models', 'by', 'incorporating', 'lexical', 'and', 'syntactic', 'features', 'such', 'as', 'part-of-speech', 'tags', 'and', 'dependency', 'trees.']",,
