,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
140,The ability to understand and work with numbers (numeracy) is critical for many complex reasoning tasks.,,,S,"['NP', 'VP', '.']",The ability,0.0,0.0,11.0,0.0,11.0,"[(0, 3), (4, 11)]",is,0.0,61.0,63.0,61.0,63.0,"[(61, 63)]","['The', 'ability']",['is'],,,,,,,,,,critical,is critical,"['The', 'ability to understand and work with numbers ( numeracy )']",[],0,61,73,61,73,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,0,The ability to understand and work with numbers (numeracy) is critical for many complex reasoning tasks.,"['The', 'ability', 'to', 'understand', 'and', 'work', 'with', 'numbers', '(numeracy)', 'is', 'critical', 'for', 'many', 'complex', 'reasoning', 'tasks.']",,,
141,"Currently, most NLP models treat numbers in text in the same way as other tokens---they embed them as distributed vectors.",,,S,"['S', ':', 'S', '.']",,,,,,,[],,,,,,,[],"['most', 'NLP', 'models', 'they']","['treat', 'embed']",,,,,,,,,,as,as,"['Currently , most NLP models treat numbers in text in the same way']",['other tokens --- they embed them as distributed vectors .'],0,66,69,66,69,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,1,"Currently, most NLP models treat numbers in text in the same way as other tokens---they embed them as distributed vectors.","['Currently,', 'most', 'NLP', 'models', 'treat', 'numbers', 'in', 'text', 'in', 'the', 'same', 'way', 'as', 'other', 'tokens---they', 'embed', 'them', 'as', 'distributed', 'vectors.']",,,
142,Is this enough to capture numeracy?,,,SQ,"['VBZ', 'NP', 'ADJP', '.']",this,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",Is,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",['this'],['Is'],,,,,,,,,,enough,enough,"['Is', 'this']",['to capture numeracy'],0,8,15,8,15,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,2,Is this enough to capture numeracy?,"['Is', 'this', 'enough', 'to', 'capture', 'numeracy?']",,,
143,We begin by investigating the numerical reasoning capabilities of,a state - of - the - art question answering model on the DROP dataset,.,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",begin,0.0,3.0,8.0,3.0,8.0,"[(3, 8)]",['We'],['begin'],,,,,,,,,,question,question,"['We', 'begin by investigating the numerical reasoning capabilities of a state - of -', 'the - art']","['answering on the DROP dataset', 'model']",1,91,100,25,34,,,['NOUN'],['question'],https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,3,We begin by investigating the numerical reasoning capabilities of a state-of-the-art question answering model on the DROP dataset.,"['We', 'begin', 'by', 'investigating', 'the', 'numerical', 'reasoning', 'capabilities', 'of', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', 'question', 'answering', 'model', 'on', 'the', 'DROP', 'dataset', '.']","(9, 24)","(65, 134)",57.0
144,We find,this model,"excels on questions that require numerical reasoning , i.e. , it already captures numeracy .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",find,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['find'],find,['We'],"['this model excels on questions that require numerical reasoning , i.e. , it already captures numeracy .']",-1.0,0.0,3.0,8.0,3.0,8.0,find,find,['We'],"['this model excels on questions that require numerical reasoning , i.e. , it already captures numeracy .']",0,3,8,3,8,excels,excels,"['NOUN', 'VERB']","['excels', 'find']",https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,4,"We find this model excels on questions that require numerical reasoning, i.e., it already captures numeracy.","['We', 'find', 'this', 'model', 'excels', 'on', 'questions', 'that', 'require', 'numerical', 'reasoning', ',', 'i.e.', ',', 'it', 'already', 'captures', 'numeracy', '.']","(2, 4)","(7, 17)",-1.0
145,"We find this model excels on questions that require numerical reasoning , i.e. ,",it,already captures numeracy .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",find,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['find'],captures,"['it', 'already']",['numeracy'],1.0,2.0,92.0,101.0,8.0,17.0,find,find,['We'],"['this model excels on questions that require numerical reasoning , i.e. , it already captures numeracy .']",0,3,8,3,8,captures,already,"['PRON', 'VERB', 'X']","['it', 'captures', 'i.e.']",https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,4,"We find this model excels on questions that require numerical reasoning, i.e., it already captures numeracy.","['We', 'find', 'this', 'model', 'excels', 'on', 'questions', 'that', 'require', 'numerical', 'reasoning', ',', 'i.e.', ',', 'it', 'already', 'captures', 'numeracy', '.']","(14, 15)","(80, 82)",-1.0
146,"To understand how this capability emerges, we probe token embedding methods (e.g., BERT, GloVe) on synthetic list maximum, number decoding, and addition tasks.",,,S,"['S', ',', 'NP', 'VP', '.']",we,0.0,44.0,46.0,44.0,46.0,"[(44, 46)]",probe,0.0,47.0,52.0,47.0,52.0,"[(47, 52)]",['we'],"['understand', 'probe']",,,,,,,,,,probe,probe,"['To understand how this capability emerges', ',', 'we']","['token embedding methods ( e.g. , BERT , GloVe ) on synthetic list maximum , number decoding , and addition tasks .']",0,47,53,47,53,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,5,"To understand how this capability emerges, we probe token embedding methods (e.g., BERT, GloVe) on synthetic list maximum, number decoding, and addition tasks.","['To', 'understand', 'how', 'this', 'capability', 'emerges,', 'we', 'probe', 'token', 'embedding', 'methods', '(e.g.,', 'BERT,', 'GloVe)', 'on', 'synthetic', 'list', 'maximum,', 'number', 'decoding,', 'and', 'addition', 'tasks.']",,,
147,A surprising degree of numeracy is naturally present in standard embeddings.,,,S,"['NP', 'VP', '.']",A surprising degree,0.0,0.0,19.0,0.0,19.0,"[(0, 1), (2, 12), (13, 19)]",is,0.0,32.0,34.0,32.0,34.0,"[(32, 34)]","['A', 'surprising', 'degree']",['is'],,,,,,,,,,naturally,is naturally,['A surprising degree of numeracy'],['present in standard embeddings'],0,32,45,32,45,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,6,A surprising degree of numeracy is naturally present in standard embeddings.,"['A', 'surprising', 'degree', 'of', 'numeracy', 'is', 'naturally', 'present', 'in', 'standard', 'embeddings.']",,,
148,"For example, GloVe and word2vec accurately encode magnitude for numbers up to 1,000.",,,S,"['PP', ',', 'NP', 'VP', '.']",GloVe word2vec,0.0,14.0,32.0,14.0,32.0,"[(14, 19), (24, 32)]",encode,0.0,44.0,50.0,44.0,50.0,"[(44, 50)]","['GloVe', 'word2vec']",['encode'],,,,,,,,,,",",",","['For', 'example']","['GloVe and word2vec', 'accurately encode magnitude for numbers up to 1,000 .']",0,12,14,12,14,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,7,"For example, GloVe and word2vec accurately encode magnitude for numbers up to 1,000.","['For', 'example,', 'GloVe', 'and', 'word2vec', 'accurately', 'encode', 'magnitude', 'for', 'numbers', 'up', 'to', '1,000.']",,,
149,"Furthermore, character-level embeddings are even more precise---ELMo captures numeracy the best for all pre-trained methods---but BERT, which uses sub-word units, is less exact.",,,S,"['S', 'CC', 'S', '.']",,,,,,,[],but,0.0,135.0,138.0,135.0,138.0,"[(135, 138)]","['character', 'level', 'embeddings', 'ELMo', 'BERT', 'sub', '-', 'word', 'units']","['are', 'is']",,,,,,,,,,precise,are precise,['more'],['--- ELMo captures numeracy the best for all pre - trained methods ---'],0,43,65,43,65,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Abstract,8,"Furthermore, character-level embeddings are even more precise---ELMo captures numeracy the best for all pre-trained methods---but BERT, which uses sub-word units, is less exact.","['Furthermore,', 'character-level', 'embeddings', 'are', 'even', 'more', 'precise---ELMo', 'captures', 'numeracy', 'the', 'best', 'for', 'all', 'pre-trained', 'methods---but', 'BERT,', 'which', 'uses', 'sub-word', 'units,', 'is', 'less', 'exact.']",,,
150,Do NLP Models Know Numbers?,,,SQ,"['VBP', 'NP', 'VP', '.']",NLP Models,0.0,3.0,13.0,3.0,13.0,"[(3, 6), (7, 13)]",Do Know,0.0,0.0,18.0,0.0,18.0,"[(0, 2), (14, 18)]","['NLP', 'Models']","['Do', 'Know']",,,,,,,,,,Models,Do Models,[],[],0,0,14,0,14,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Title,0,Do NLP Models Know Numbers?,"['Do', 'NLP', 'Models', 'Know', 'Numbers?']",,,
151,Probing Numeracy in Embeddings.,,,S,"['VP', '.']",,,,,,,[],Probing,0.0,0.0,7.0,0.0,7.0,"[(0, 7)]",[],['Probing'],,,,,,,,,,Numeracy,Numeracy,['Probing'],[],0,8,17,8,17,,,,,https://www.semanticscholar.org/paper/Do-NLP-Models-Know-Numbers-Probing-Numeracy-in-Wallace-Wang/0427110f0e79f41e69a8eb00a3ec8868bac26a4f,18,Title,1,Probing Numeracy in Embeddings.,"['Probing', 'Numeracy', 'in', 'Embeddings.']",,,
152,"In this work, we focus on the task of Automatic Question Generation (AQG) where given a passage and an answer the task is to generate the corresponding question.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",focus,0.0,18.0,23.0,18.0,23.0,"[(18, 23)]",['we'],['focus'],,,,,,,,,,focus,focus,['we'],[],0,18,24,18,24,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,0,"In this work, we focus on the task of Automatic Question Generation (AQG) where given a passage and an answer the task is to generate the corresponding question.","['In', 'this', 'work,', 'we', 'focus', 'on', 'the', 'task', 'of', 'Automatic', 'Question', 'Generation', '(AQG)', 'where', 'given', 'a', 'passage', 'and', 'an', 'answer', 'the', 'task', 'is', 'to', 'generate', 'the', 'corresponding', 'question.']",,,
153,It is desired that the generated question should be (i) grammatically correct (ii) answerable from the passage and (iii) specific to the given answer.,,,S,"['NP', 'VP', '.']",It,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",is desired,0.0,3.0,13.0,3.0,13.0,"[(3, 5), (6, 13)]",['It'],"['is', 'desired']",,,,,,,,,,desired,is desired,['It'],[],0,3,14,3,14,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,1,It is desired that the generated question should be (i) grammatically correct (ii) answerable from the passage and (iii) specific to the given answer.,"['It', 'is', 'desired', 'that', 'the', 'generated', 'question', 'should', 'be', '(i)', 'grammatically', 'correct', '(ii)', 'answerable', 'from', 'the', 'passage', 'and', '(iii)', 'specific', 'to', 'the', 'given', 'answer.']",,,
154,An analysis of existing AQG models shows that they produce questions which do not adhere to one or more of {the above-mentioned qualities}.,,,S,"['NP', 'VP', '.']",An analysis,0.0,0.0,11.0,0.0,11.0,"[(0, 2), (3, 11)]",shows,0.0,35.0,40.0,35.0,40.0,"[(35, 40)]","['An', 'analysis']",['shows'],,,,,,,,,,shows,shows,['An analysis of existing AQG models'],[],0,35,41,35,41,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,2,An analysis of existing AQG models shows that they produce questions which do not adhere to one or more of {the above-mentioned qualities}.,"['An', 'analysis', 'of', 'existing', 'AQG', 'models', 'shows', 'that', 'they', 'produce', 'questions', 'which', 'do', 'not', 'adhere', 'to', 'one', 'or', 'more', 'of', '{the', 'above-mentioned', 'qualities}.']",,,
155,"In particular, the generated questions look like an incomplete draft of the desired question with a clear scope for refinement.",,,S,"['PP', ',', 'NP', 'VP', '.']",the questions,0.0,16.0,39.0,16.0,39.0,"[(16, 19), (30, 39)]",look,0.0,40.0,44.0,40.0,44.0,"[(40, 44)]","['the', 'questions']",['look'],,,,,,,,,,look,look,['the generated questions'],['question with a clear scope for refinement'],0,40,45,40,45,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,3,"In particular, the generated questions look like an incomplete draft of the desired question with a clear scope for refinement.","['In', 'particular,', 'the', 'generated', 'questions', 'look', 'like', 'an', 'incomplete', 'draft', 'of', 'the', 'desired', 'question', 'with', 'a', 'clear', 'scope', 'for', 'refinement.']",,,
156,"{To alleviate this shortcoming}, we propose a method which tries to mimic the human process of generating questions by first creating an initial draft and then refining it.",,,S,"['-LRB-', 'S', ',', 'NP', 'VP', '.']",we,0.0,36.0,38.0,36.0,38.0,"[(36, 38)]",propose,0.0,39.0,46.0,39.0,46.0,"[(39, 46)]",['we'],"['alleviate', 'propose']",,,,,,,,,,propose,propose,"['{ To alleviate this shortcoming }', ',', 'we']",['a method which tries to mimic the human process of generating questions by first creating an initial draft and then refining it .'],0,39,47,39,47,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,4,"{To alleviate this shortcoming}, we propose a method which tries to mimic the human process of generating questions by first creating an initial draft and then refining it.","['{To', 'alleviate', 'this', 'shortcoming},', 'we', 'propose', 'a', 'method', 'which', 'tries', 'to', 'mimic', 'the', 'human', 'process', 'of', 'generating', 'questions', 'by', 'first', 'creating', 'an', 'initial', 'draft', 'and', 'then', 'refining', 'it.']",,,
157,"More specifically, we propose Refine Network (RefNet) which contains two decoders.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,20.0,22.0,20.0,22.0,"[(20, 22)]",propose,0.0,23.0,30.0,23.0,30.0,"[(23, 30)]",['we'],['propose'],,,,,,,,,,propose,propose,['we'],"['Refine Network ( RefNet ) which contains two decoders', '.']",0,23,31,23,31,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,5,"More specifically, we propose Refine Network (RefNet) which contains two decoders.","['More', 'specifically,', 'we', 'propose', 'Refine', 'Network', '(RefNet)', 'which', 'contains', 'two', 'decoders.']",,,
158,The second decoder uses a dual attention network which pays attention to both (i) the original passage and (ii) the question (initial draft) generated by the first decoder.,,,S,"['NP', 'VP', '.']",The second decoder,0.0,0.0,18.0,0.0,18.0,"[(0, 3), (4, 10), (11, 18)]",uses,0.0,19.0,23.0,19.0,23.0,"[(19, 23)]","['The', 'second', 'decoder']",['uses'],,,,,,,,,,pays,pays,"['The second decoder uses a dual attention network', 'which']",['attention'],0,55,60,55,60,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,6,The second decoder uses a dual attention network which pays attention to both (i) the original passage and (ii) the question (initial draft) generated by the first decoder.,"['The', 'second', 'decoder', 'uses', 'a', 'dual', 'attention', 'network', 'which', 'pays', 'attention', 'to', 'both', '(i)', 'the', 'original', 'passage', 'and', '(ii)', 'the', 'question', '(initial', 'draft)', 'generated', 'by', 'the', 'first', 'decoder.']",,,
159,"In effect, it refines the question generated by the first decoder, thereby making it more correct and complete.",,,S,"['PP', ',', 'NP', 'VP', '.']",it,0.0,12.0,14.0,12.0,14.0,"[(12, 14)]",refines,0.0,15.0,22.0,15.0,22.0,"[(15, 22)]",['it'],"['refines', 'making']",,,,,,,,,,refines,refines,['it'],['the question generated by the first decoder'],0,15,23,15,23,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,7,"In effect, it refines the question generated by the first decoder, thereby making it more correct and complete.","['In', 'effect,', 'it', 'refines', 'the', 'question', 'generated', 'by', 'the', 'first', 'decoder,', 'thereby', 'making', 'it', 'more', 'correct', 'and', 'complete.']",,,
160,"We evaluate RefNet on three datasets, \textit{viz.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",evaluate,0.0,3.0,11.0,3.0,11.0,"[(3, 11)]",['We'],['evaluate'],,,,,,,,,,evaluate,evaluate,['We'],"['RefNet on three datasets , \\textit{viz']",0,3,12,3,12,,,,,https://www.semanticscholar.org/paper/Let's-Ask-Again%3A-Refine-Network-for-Automatic-Nema-Mohankumar/5ea017faae8706d07a8ebc2a321969a899e8fad9,19,Abstract,8,"We evaluate RefNet on three datasets, \textit{viz.","['We', 'evaluate', 'RefNet', 'on', 'three', 'datasets,', '\\textit{viz.']",,,
