,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,order_cluster
157,This paper studies the performances and behaviors of,BERT,in ranking tasks .,S,"['NP', 'VP', '.']",This paper,0.0,0.0,10.0,0.0,10.0,studies,0.0,11.0,18.0,11.0,18.0,"['This', 'paper']",['studies'],studies,['This'],"['the performances and behaviors of BERT in ranking tasks', '.']",-1.0,0.0,11.0,19.0,11.0,19.0,studies,studies,['This'],"['the performances and behaviors of BERT in ranking tasks', '.']",0,11,19,11,19,ranking,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'behaviors']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,0,This paper studies the performances and behaviors of BERT in ranking tasks.,"['This', 'paper', 'studies', 'the', 'performances', 'and', 'behaviors', 'of', 'BERT', 'in', 'ranking', 'tasks', '.']","(8, 9)","(52, 56)",0.0,129.0
158,We explore several different ways to leverage,the pre - trained BERT,and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,explore,0.0,3.0,10.0,3.0,10.0,['We'],['explore'],to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,0.0,34.0,46.0,34.0,46.0,ranking,ranking,['We explore several different ways to leverage the pre - trained BERT and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document'],['.'],2,173,181,104,112,ranking,and,"['NOUN', 'VERB', 'NOUN']","['BERT', 'leverage', 'ways']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(7, 12)","(45, 67)",18.0,70.0
159,We explore several different ways to leverage the pre - trained BERT and fine - tune,it,on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document ranking .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,explore,0.0,3.0,10.0,3.0,10.0,['We'],['explore'],to leverage,[],"['the pre - trained BERT and', 'fine - tune it on two ranking tasks']",-1.0,0.0,34.0,46.0,34.0,46.0,ranking,ranking,['We explore several different ways to leverage the pre - trained BERT and fine - tune it on two ranking tasks : MS MARCO passage reranking and TREC Web Track ad hoc document'],['.'],2,173,181,85,93,ranking,on,"['PRON', 'NOUN', 'VERB']","['it', 'tune', 'leverage']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,1,We explore several different ways to leverage the pre-trained BERT and fine-tune it on two ranking tasks: MS MARCO passage reranking and TREC Web Track ad hoc document ranking.,"['We', 'explore', 'several', 'different', 'ways', 'to', 'leverage', 'the', 'pre', '-', 'trained', 'BERT', 'and', 'fine', '-', 'tune', 'it', 'on', 'two', 'ranking', 'tasks', ':', 'MS', 'MARCO', 'passage', 'reranking', 'and', 'TREC', 'Web', 'Track', 'ad', 'hoc', 'document', 'ranking', '.']","(16, 17)","(84, 86)",-1.0,69.0
160,Experimental results on MS MARCO demonstrate the strong effectiveness of,BERT,"in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .",S,"['NP', 'VP', '.']",Experimental results,0.0,0.0,20.0,0.0,20.0,demonstrate,0.0,33.0,44.0,33.0,44.0,"['Experimental', 'results']",['demonstrate'],demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],-1.0,0.0,33.0,45.0,33.0,45.0,demonstrate,demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],0,33,45,33,45,ranking,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'effectiveness']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.","['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(10, 11)","(72, 76)",0.0,92.0
161,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that",BERT,is a strong interaction - based seq2seq matching model .,S,"['NP', 'VP', '.']",Experimental results,0.0,0.0,20.0,0.0,20.0,demonstrate,0.0,33.0,44.0,33.0,44.0,"['Experimental', 'results']",['demonstrate'],answering,[],['focused passage ranking tasks'],-1.0,0.0,92.0,102.0,92.0,102.0,demonstrate,demonstrate,"['Experimental results on MS MARCO', 'the strong effectiveness of BERT in question - answering focused passage ranking tasks , as well as the fact that BERT is a strong interaction - based seq2seq matching model .']",[],0,33,45,33,45,is,is,"['PROPN', 'NOUN', 'NOUN']","['BERT', 'model', 'fact']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,2,"Experimental results on MS MARCO demonstrate the strong effectiveness of BERT in question-answering focused passage ranking tasks, as well as the fact that BERT is a strong interaction-based seq2seq matching model.","['Experimental', 'results', 'on', 'MS', 'MARCO', 'demonstrate', 'the', 'strong', 'effectiveness', 'of', 'BERT', 'in', 'question', '-', 'answering', 'focused', 'passage', 'ranking', 'tasks', ',', 'as', 'well', 'as', 'the', 'fact', 'that', 'BERT', 'is', 'a', 'strong', 'interaction', '-', 'based', 'seq2seq', 'matching', 'model', '.']","(26, 27)","(158, 162)",0.0,91.0
162,Experimental results on TREC show the gaps between the,BERT,pre-trained on surrounding contexts and the needs of ad hoc document ranking .,S,"['NP', 'VP', '.']",Experimental results,0.0,0.0,20.0,0.0,20.0,show,0.0,29.0,33.0,29.0,33.0,"['Experimental', 'results']",['show'],pre,"['the', 'BERT']",[],1.0,2.0,60.0,64.0,0.0,4.0,results,results,['Experimental'],[],0,13,21,13,21,surrounding,pre-trained,"['PROPN', 'VERB', 'ADP']","['BERT', 'pre', 'between']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,3,Experimental results on TREC show the gaps between the BERT pre-trained on surrounding contexts and the needs of ad hoc document ranking.,"['Experimental', 'results', 'on', 'TREC', 'show', 'the', 'gaps', 'between', 'the', 'BERT', 'pre-trained', 'on', 'surrounding', 'contexts', 'and', 'the', 'needs', 'of', 'ad', 'hoc', 'document', 'ranking', '.']","(9, 10)","(54, 58)",0.0,90.0
163,Analyses illustrate how,BERT,"allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",S,"['NP', 'VP']",Analyses,0.0,0.0,8.0,0.0,8.0,illustrate and,0.0,9.0,177.0,9.0,177.0,['Analyses'],['illustrate'],allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",1.0,2.0,29.0,39.0,0.0,10.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",0,9,20,9,20,allocates,allocates,"['PROPN', 'VERB', 'VERB']","['BERT', 'allocates', 'illustrate']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(3, 4)","(23, 27)",0.0,99.0
164,Analyses illustrate how BERT allocates,its,"attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",S,"['NP', 'VP']",Analyses,0.0,0.0,8.0,0.0,8.0,illustrate and,0.0,9.0,177.0,9.0,177.0,['Analyses'],['illustrate'],allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",-1.0,0.0,29.0,39.0,29.0,39.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",0,9,20,9,20,prefers,attentions,"['DET', 'NOUN', 'VERB']","['its', 'attentions', 'allocates']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(5, 6)","(38, 41)",-1.0,100.0
165,Analyses illustrate how BERT allocates its attentions between query - document tokens in,its,"Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",S,"['NP', 'VP']",Analyses,0.0,0.0,8.0,0.0,8.0,illustrate and,0.0,9.0,177.0,9.0,177.0,['Analyses'],['illustrate'],allocates,['BERT'],"['its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",-1.0,0.0,29.0,39.0,29.0,39.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",0,9,20,9,20,prefers,Transformer,"['DET', 'NOUN', 'ADP']","['its', 'layers', 'in']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(13, 14)","(88, 91)",-1.0,98.0
166,"Analyses illustrate how BERT allocates its attentions between query - document tokens in its Transformer layers , how",it,"prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker",S,"['NP', 'VP']",Analyses,0.0,0.0,8.0,0.0,8.0,illustrate and,0.0,9.0,177.0,9.0,177.0,['Analyses'],['illustrate'],prefers,['it'],"['semantic', 'how that differs with the soft match patterns learned by a click - trained neural ranker']",1.0,2.0,121.0,129.0,0.0,8.0,illustrate,illustrate,['Analyses'],"['BERT allocates its attentions between query - document tokens in its Transformer layers , how it prefers semantic matches between paraphrase tokens , and how that differs with the soft match patterns learned by a click - trained neural ranker']",0,9,20,9,20,prefers,prefers,"['PRON', 'VERB', 'NOUN']","['it', 'prefers', 'document']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Abstract,4,"Analyses illustrate how BERT allocates its attentions between query-document tokens in its Transformer layers, how it prefers semantic matches between paraphrase tokens, and how that differs with the soft match patterns learned by a click-trained neural ranker","['Analyses', 'illustrate', 'how', 'BERT', 'allocates', 'its', 'attentions', 'between', 'query', '-', 'document', 'tokens', 'in', 'its', 'Transformer', 'layers', ',', 'how', 'it', 'prefers', 'semantic', 'matches', 'between', 'paraphrase', 'tokens', ',', 'and', 'how', 'that', 'differs', 'with', 'the', 'soft', 'match', 'patterns', 'learned', 'by', 'a', 'click', '-', 'trained', 'neural', 'ranker']","(18, 19)","(117, 119)",-1.0,97.0
167,Understanding the Behaviors of,BERT,in Ranking .,S,"['VP', '.']",,,,,,,Understanding,0.0,0.0,13.0,0.0,13.0,[],['Understanding'],Understanding,[],['the Behaviors of BERT'],-1.0,0.0,0.0,14.0,0.0,14.0,Understanding,Understanding,[],['the Behaviors of BERT'],0,0,14,0,14,,in,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'Behaviors']",https://www.semanticscholar.org/paper/Understanding-the-Behaviors-of-BERT-in-Ranking-Qiao-Xiong/ff580d712ba7e2ad7b60be0f1b1f67d2ab8333da,20,Title,0,Understanding the Behaviors of BERT in Ranking.,"['Understanding', 'the', 'Behaviors', 'of', 'BERT', 'in', 'Ranking', '.']","(4, 5)","(30, 34)",0.0,
168,We present,simple BERT - based models for relation extraction and semantic role labeling,.,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,present,0.0,3.0,10.0,3.0,10.0,['We'],['present'],,,,,,,,,,role,role,[],['We present simple BERT - based models for relation extraction and semantic labeling .'],1,75,80,64,69,,,['NOUN'],['role'],https://www.semanticscholar.org/paper/Simple-BERT-Models-for-Relation-Extraction-and-Role-Shi-Lin/fddbcabe0fc9be0684855ae3dd059fb525a69e5b,21,Abstract,0,We present simple BERT-based models for relation extraction and semantic role labeling.,"['We', 'present', 'simple', 'BERT', '-', 'based', 'models', 'for', 'relation', 'extraction', 'and', 'semantic', 'role', 'labeling', '.']","(2, 14)","(10, 87)",7.0,68.0
169,"In recent years, state-of-the-art performance has been achieved using neural models by incorporating lexical and syntactic features such as part-of-speech tags and dependency trees.",,,S,"['PP', ',', 'NP', 'HYPH', 'IN', 'HYPH', 'DT', 'HYPH', 'NN', 'NN', 'VP', '.']",state the art performance,0.0,18.0,52.0,18.0,52.0,has been achieved,0.0,53.0,70.0,53.0,70.0,"['state', 'the', 'art', 'performance']","['has', 'been', 'achieved', 'using']",,,,,,,,,,achieved,has been achieved,"[',', 'state - of - the - art performance']",['using neural models by incorporating lexical and syntactic features such as part - of - speech tags and dependency trees'],0,53,71,53,71,,,,,https://www.semanticscholar.org/paper/Simple-BERT-Models-for-Relation-Extraction-and-Role-Shi-Lin/fddbcabe0fc9be0684855ae3dd059fb525a69e5b,21,Abstract,1,"In recent years, state-of-the-art performance has been achieved using neural models by incorporating lexical and syntactic features such as part-of-speech tags and dependency trees.","['In', 'recent', 'years,', 'state-of-the-art', 'performance', 'has', 'been', 'achieved', 'using', 'neural', 'models', 'by', 'incorporating', 'lexical', 'and', 'syntactic', 'features', 'such', 'as', 'part-of-speech', 'tags', 'and', 'dependency', 'trees.']",,,,149.0
