,src,alignsegments,aligntypes,alignctypes
4692,"preschool children with intellectual disabilities ( IDs ) , including children with Down syndrome and children with autism spectrum disorders .","['preschool children with intellectual disabilities ( IDs ) ,', 'including', 'children', 'with', 'Down syndrome and children', 'with', 'autism spectrum disorders .']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['JJ', 'NNS', 'IN', 'JJ', 'NNS', '-LRB-', 'NNP', '-RRB-', ','], ['VBG'], ['NNS'], ['IN'], ['NNP', 'NN', 'CC', 'NNS'], ['IN'], ['NN', 'NN', 'NNS', '.']]"
4694,Seventy-seven children,['Seventy - seven children'],['NP'],"[['CD', 'HYPH', 'CD', 'NNS']]"
4697,Seventy-seven children,['Seventy - seven children'],['NP'],"[['CD', 'HYPH', 'CD', 'NNS']]"
4708,preschool children who have ID and significant language impairments .,"['preschool children', 'who', 'have', 'ID', 'and', 'significant language impairments .']","['NP', 'WHNP', 'VP', 'NP', 'VP', 'NP']","[['JJ', 'NNS'], ['WP'], ['VBP'], ['NNP'], ['CC'], ['JJ', 'NN', 'NNS', '.']]"
4709,preschool children who have ID and significant language impairments .,"['preschool children', 'who', 'have', 'ID', 'and', 'significant language impairments .']","['NP', 'WHNP', 'VP', 'NP', 'VP', 'NP']","[['JJ', 'NNS'], ['WP'], ['VBP'], ['NNP'], ['CC'], ['JJ', 'NN', 'NNS', '.']]"
4710,preschool children who have intellectual disabilities .,"['preschool children', 'who', 'have', 'intellectual disabilities .']","['NP', 'WHNP', 'VP', 'NP']","[['JJ', 'NNS'], ['WP'], ['VBP'], ['JJ', 'NNS', '.']]"
4712,preschool children who have intellectual disabilities .,"['preschool children', 'who', 'have', 'intellectual disabilities .']","['NP', 'WHNP', 'VP', 'NP']","[['JJ', 'NNS'], ['WP'], ['VBP'], ['JJ', 'NNS', '.']]"
4714,patients with Posttraumatic stress disorder ( PTSD ) .,"['patients', 'with', 'Posttraumatic stress disorder ( PTSD ) .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
4716,patients with Posttraumatic stress disorder ( PTSD ) .,"['patients', 'with', 'Posttraumatic stress disorder ( PTSD ) .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
4717,PTSD,['PTSD'],['NP'],[['NNP']]
4723,PTSD patients were recruited from five primary care clinics at four Veterans Affairs healthcare facilities,"['PTSD patients', 'were', 'recruited', 'from', 'five primary care clinics', 'at', 'four Veterans Affairs healthcare facilities']","['NP', 'VP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['JJ', 'NNS'], ['VBD'], ['VBN'], ['IN'], ['CD', 'JJ', 'NN', 'NNS'], ['IN'], ['CD', 'NNPS', 'NNPS', 'NN', 'NNS']]"
4726,PTSD,['PTSD'],['NP'],[['NNP']]
4727,five primary care clinics at four Veterans Affairs healthcare facilities,"['five primary care clinics', 'at', 'four Veterans Affairs healthcare facilities']","['NP', 'PP', 'NP']","[['CD', 'JJ', 'NN', 'NNS'], ['IN'], ['CD', 'NNPS', 'NNPS', 'NN', 'NNS']]"
4732,Participants were 195 Veterans .,"['Participants', 'were', '195 Veterans', '.']","['NP', 'VP', 'NP', 'S']","[['NNS'], ['VBD'], ['CD', 'NNS'], ['.']]"
4733,195 Veterans,['195 Veterans'],['NP'],"[['CD', 'NNPS']]"
4734,"Their average age was 45 years , 91 % were male , 58 % were white , 40 % served in Iraq or Afghanistan , and 42 % served in Vietnam .","['Their average age', 'was', '45 years', ',', '91 %', 'were', 'male', ',', '58 %', 'were', 'white', ',', '40 %', 'served', 'in', 'Iraq or Afghanistan', ', and', '42 %', 'served', 'in', 'Vietnam', '.']","['NP', 'VP', 'NP', 'S', 'NP', 'VP', 'ADJP', 'S', 'NP', 'VP', 'ADJP', 'S', 'NP', 'VP', 'PP', 'NP', 'S', 'NP', 'VP', 'PP', 'NP', 'S']","[['PRP$', 'JJ', 'NN'], ['VBD'], ['CD', 'NNS'], [','], ['CD', 'NN'], ['VBD'], ['JJ'], [','], ['CD', 'NN'], ['VBD'], ['JJ'], [','], ['CD', 'NN'], ['VBN'], ['IN'], ['NNP', 'CC', 'NNP'], [',', 'CC'], ['CD', 'NN'], ['VBN'], ['IN'], ['NNP'], ['.']]"
4735,average age was 45 years,"['average age', 'was', '45 years']","['NP', 'VP', 'NP']","[['JJ', 'NN'], ['VBD'], ['CD', 'NNS']]"
4736,91 % were male,"['91 %', 'were', 'male']","['NP', 'VP', 'ADJP']","[['CD', 'NN'], ['VBD'], ['JJ']]"
4769,PTSD,['PTSD'],['NP'],[['NNP']]
4770,PTSD,['PTSD'],['NP'],[['NNP']]
4774,young children with autism with a range of intellectual ability .,"['young children', 'with', 'autism', 'with', 'a range', 'of', 'intellectual ability .']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN'], ['IN'], ['DT', 'NN'], ['IN'], ['JJ', 'NN', '.']]"
4777,young children,['young children'],['NP'],"[['JJ', 'NNS']]"
4778,autism with a range of intellectual ability,"['autism', 'with', 'a range', 'of', 'intellectual ability']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NN'], ['IN'], ['DT', 'NN'], ['IN'], ['JJ', 'NN']]"
4781,"Participants were 55 children with autistic disorder , aged 4-7 years ( FSIQ 42-107 ) .","['Participants', 'were', '55 children with autistic disorder , aged 4 - 7 years ( FSIQ 42 - 107 )', '.']","['NP', 'VP', 'NP', 'S']","[['NNS'], ['VBD'], ['CD', 'NNS', 'IN', 'JJ', 'NN', ',', 'JJ', 'CD', 'SYM', 'CD', 'NNS', '-LRB-', 'NNP', 'CD', 'SYM', 'CD', '-RRB-'], ['.']]"
4782,55 children with autistic disorder,"['55 children', 'with', 'autistic disorder']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN']]"
4783,aged 4-7 years,['aged 4 - 7 years'],['NP'],"[['JJ', 'CD', 'SYM', 'CD', 'NNS']]"
4801,young children with autism,"['young children', 'with', 'autism']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN']]"
4805,young children with autism,"['young children', 'with', 'autism']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN']]"
4809,young children with autism,"['young children', 'with', 'autism']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN']]"
4812,young children with autism,"['young children', 'with', 'autism']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN']]"
4814,young children with autism :,"['young children', 'with', 'autism :']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN', ':']]"
4817,young children with autism :,"['young children', 'with', 'autism :']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN', ':']]"
4821,in patients with mixed dyslipidaemia and MetS,"['in', 'patients', 'with', 'mixed dyslipidaemia and MetS']","['PP', 'NP', 'PP', 'NP']","[['IN'], ['NNS'], ['IN'], ['JJ', 'NN', 'CC', 'NNP']]"
4825,patients with mixed dyslipidaemia and MetS,"['patients', 'with', 'mixed dyslipidaemia', 'and', 'MetS']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN'], ['CC'], ['NNP']]"
4834,patients with low-density lipoprotein cholesterol ( LDL-C ) > 160 and TG > 200 mg/dl,"['patients', 'with', 'low - density lipoprotein cholesterol ( LDL - C ) > 160 and TG > 200 mg / dl']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'HYPH', 'NN', 'NN', 'NN', '-LRB-', 'NNP', 'HYPH', 'NNP', '-RRB-', 'XX', 'CD', 'CC', 'NNP', 'XX', 'CD', 'NNP', 'SYM', 'NNP']]"
4839,"study , only patients with MetS were included","['study', ',', 'only patients', 'with', 'MetS', 'were', 'included']","['NP', 'S', 'NP', 'PP', 'NP', 'VP', 'VP']","[['NN'], [','], ['RB', 'NNS'], ['IN'], ['NNP'], ['VBD'], ['VBN']]"
4842,patients with MetS,"['patients', 'with', 'MetS']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP']]"
4862,in patients with mixed dyslipidaemia and metabolic syndrome,"['in', 'patients', 'with', 'mixed dyslipidaemia and metabolic syndrome']","['PP', 'NP', 'PP', 'NP']","[['IN'], ['NNS'], ['IN'], ['JJ', 'NN', 'CC', 'NNP', 'NNP']]"
4867,patients with mixed dyslipidaemia and metabolic syndrome,"['patients', 'with', 'mixed dyslipidaemia and metabolic syndrome']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'CC', 'NNP', 'NNP']]"
4875,if patients receiving chemotherapy for breast cancer,"['if', 'patients', 'receiving', 'chemotherapy', 'for', 'breast cancer']","['PP', 'NP', 'VP', 'NP', 'PP', 'NP']","[['IN'], ['NNS'], ['VBG'], ['NN'], ['IN'], ['NN', 'NN']]"
4879,breast cancer,['breast cancer'],['NP'],"[['NN', 'NN']]"
4884,for chemotherapy-naïve patients with breast cancer,"['for', 'chemotherapy', '-', 'naïve patients', 'with', 'breast cancer']","['PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['IN'], ['NN'], ['HYPH'], ['NNP', 'NNS'], ['IN'], ['NN', 'NN']]"
4887,chemotherapy-naïve patients with breast cancer,"['chemotherapy - naïve patients', 'with', 'breast cancer']","['NP', 'PP', 'NP']","[['NNP', 'HYPH', 'NNP', 'NNS'], ['IN'], ['NN', 'NN']]"
4895,to 8 .,"['to', '8', '.']","['PP', 'NP', 'PP']","[['IN'], ['CD'], ['.']]"
4899,Median age of the 94 women was 51 years ( range 27-76 ) :,"['Median age', 'of', 'the 94 women', 'was', '51 years ( range 27 - 76 )', ':']","['NP', 'PP', 'NP', 'VP', 'NP', 'S']","[['JJ', 'NN'], ['IN'], ['DT', 'CD', 'NNS'], ['VBD'], ['CD', 'NNS', '-LRB-', 'VBP', 'CD', 'SYM', 'CD', '-RRB-'], [':']]"
4902,94 women,['94 women'],['NP'],"[['CD', 'NNS']]"
4903,51 years ( range 27-76 ),['51 years ( range 27 - 76 )'],['NP'],"[['CD', 'NNS', '-LRB-', 'VBP', 'CD', 'SYM', 'CD', '-RRB-']]"
4926,for breast cancer,"['for', 'breast cancer']","['PP', 'NP']","[['IN'], ['NN', 'NN']]"
4929,breast cancer,['breast cancer'],['NP'],"[['NN', 'NN']]"
4934,patients with mild to moderate depression .,"['patients', 'with', 'mild to moderate', 'depression .']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'IN', 'JJ'], ['NN', '.']]"
4935,patients with mild to moderate depression .,"['patients', 'with', 'mild to moderate', 'depression .']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'IN', 'JJ'], ['NN', '.']]"
4939,15 depressive patients who had been under antidepressant treatment for at least one month .,"['15 depressive patients', 'who', 'had', 'been', 'under', 'antidepressant treatment', 'for', 'at least one', 'month .']","['NP', 'WHNP', 'VP', 'VP', 'PP', 'NP', 'PP', 'QP', 'NP']","[['CD', 'JJ', 'NNS'], ['WP'], ['VBD'], ['VBN'], ['IN'], ['JJ', 'NN'], ['IN'], ['RB', 'RBS', 'CD'], ['NN', '.']]"
4940,15 depressive patients who had been under antidepressant treatment for at least one month,"['15 depressive patients', 'who', 'had', 'been', 'under', 'antidepressant treatment', 'for', 'at least one', 'month']","['NP', 'WHNP', 'VP', 'VP', 'PP', 'NP', 'PP', 'QP', 'NP']","[['CD', 'JJ', 'NNS'], ['WP'], ['VBD'], ['VBN'], ['IN'], ['JJ', 'NN'], ['IN'], ['RB', 'RBS', 'CD'], ['NN']]"
4964,Depressive patients,['Depressive patients'],['NP'],"[['JJ', 'NNS']]"
4966,Depressive patients,['Depressive patients'],['NP'],"[['JJ', 'NNS']]"
4967,patients with depression .,"['patients', 'with', 'depression .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
4970,patients with depression .,"['patients', 'with', 'depression .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
4973,patients with refractory monosymptomatic nocturnal enuresis .,"['patients', 'with', 'refractory monosymptomatic nocturnal enuresis .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN', '.']]"
4977,28 patients with refractory monosymptomatic nocturnal enuresis,"['28 patients', 'with', 'refractory monosymptomatic nocturnal enuresis']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN']]"
4978,28,['28'],['NP'],[['CD']]
5006,patients with refractory monosymptomatic nocturnal enuresis .,"['patients', 'with', 'refractory monosymptomatic nocturnal enuresis .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN', '.']]"
5010,refractory monosymptomatic nocturnal enuresis :,['refractory monosymptomatic nocturnal enuresis :'],['NP'],"[['JJ', 'JJ', 'JJ', 'NN', ':']]"
5020,patients undergoing minimally invasive TKA,"['patients', 'undergoing', 'minimally invasive', 'TKA']","['NP', 'VP', 'ADJP', 'NP']","[['NNS'], ['VBG'], ['RB', 'JJ'], ['NNP']]"
5023,patients undergoing minimally invasive TKA,"['patients', 'undergoing', 'minimally invasive', 'TKA']","['NP', 'VP', 'ADJP', 'NP']","[['NNS'], ['VBG'], ['RB', 'JJ'], ['NNP']]"
5028,80 patients,['80 patients'],['NP'],"[['CD', 'NNS']]"
5029,80 patients,['80 patients'],['NP'],"[['CD', 'NNS']]"
5083,sickle cell anemia ( SCA ),['sickle cell anemia ( SCA )'],['NP'],"[['NNP', 'NN', 'NN', '-LRB-', 'NNP', '-RRB-']]"
5091,children with SCA,"['children', 'with', 'SCA']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP']]"
5094,children,['children'],['NP'],[['NNS']]
5095,SCA,['SCA'],['NP'],[['NNP']]
5097,113 children with SCA studied in two hospitals,"['113 children', 'with', 'SCA', 'studied', 'in', 'two hospitals']","['NP', 'PP', 'NP', 'VP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['NNP'], ['VBD'], ['IN'], ['CD', 'NNS']]"
5101,113 children,['113 children'],['NP'],"[['CD', 'NNS']]"
5102,SCA,['SCA'],['NP'],[['NNP']]
5112,in children with SCA,"['in', 'children', 'with', 'SCA']","['PP', 'NP', 'PP', 'NP']","[['IN'], ['NNS'], ['IN'], ['NNP']]"
5114,children,['children'],['NP'],[['NNS']]
5115,SCA,['SCA'],['NP'],[['NNP']]
5117,sickle cell anemia .,['sickle cell anemia .'],['NP'],"[['NNP', 'NN', 'NNP', '.']]"
5119,sickle cell anemia .,['sickle cell anemia .'],['NP'],"[['NNP', 'NN', 'NNP', '.']]"
5121,children with high-functioning autism spectrum disorders ( ASD ) and clinically significant anxiety .,"['children', 'with', 'high', '- functioning autism spectrum disorders ( ASD ) and', 'clinically significant', 'anxiety .']","['NP', 'PP', 'ADJP', 'NP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB'], ['HYPH', 'VBG', 'NN', 'NN', 'NNS', '-LRB-', 'NNP', '-RRB-', 'CC'], ['RB', 'JJ'], ['NN', '.']]"
5125,children,['children'],['NP'],[['NNS']]
5126,high-functioning autism spectrum disorders ( ASD ) and clinically significant anxiety,"['high', '-', 'functioning autism spectrum disorders ( ASD ) and', 'clinically significant', 'anxiety']","['ADVP', 'FRAG', 'NP', 'ADJP', 'NP']","[['RB'], ['HYPH'], ['VBG', 'NN', 'NN', 'NNS', '-LRB-', 'NNP', '-RRB-', 'CC'], ['RB', 'JJ'], ['NN']]"
5130,45 children ( 7-11 years of age ) with high-functioning ASD and clinically significant anxiety,"['45 children ( 7 - 11 years', 'of', 'age )', 'with', 'high', '-', 'functioning ASD and', 'clinically significant', 'anxiety']","['NP', 'PP', 'NP', 'PP', 'ADJP', 'ADJP', 'NP', 'ADJP', 'NP']","[['CD', 'NNS', '-LRB-', 'CD', 'SYM', 'CD', 'NNS'], ['IN'], ['NN', '-RRB-'], ['IN'], ['RB'], ['HYPH'], ['VBG', 'NNP', 'CC'], ['RB', 'JJ'], ['NN']]"
5133,45 children ( 7-11 years of age ),"['45 children ( 7 - 11 years', 'of', 'age )']","['NP', 'PP', 'NP']","[['CD', 'NNS', '-LRB-', 'CD', 'SYM', 'CD', 'NNS'], ['IN'], ['NN', '-RRB-']]"
5134,high-functioning ASD and clinically significant anxiety,"['high', '-', 'functioning ASD and', 'clinically significant', 'anxiety']","['ADVP', 'FRAG', 'NP', 'ADJP', 'NP']","[['RB'], ['HYPH'], ['VBG', 'NNP', 'CC'], ['RB', 'JJ'], ['NN']]"
5156,youth with ASD .,"['youth', 'with', 'ASD .']","['NP', 'PP', 'NP']","[['NN'], ['IN'], ['NNP', '.']]"
5159,children with autism spectrum disorders :,"['children', 'with', 'autism spectrum disorders :']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', 'NN', 'NNS', ':']]"
5162,children,['children'],['NP'],[['NNS']]
5163,autism spectrum disorders,['autism spectrum disorders'],['NP'],"[['NNP', 'NNP', 'NNS']]"
5166,diabetic nephropathy,['diabetic nephropathy'],['NP'],"[['NNP', 'NNP']]"
5173,Type 2 diabetic patients ( N.=57 ) were divided,"['Type 2 diabetic patients ( N.=57 )', 'were', 'divided']","['NP', 'VP', 'VP']","[['NN', 'CD', 'JJ', 'NNS', '-LRB-', 'NNP', '-RRB-'], ['VBD'], ['VBN']]"
5174,Type 2 diabetic patients,['Type 2 diabetic patients'],['NP'],"[['NN', 'CD', 'JJ', 'NNS']]"
5175,N.=57,['N.=57'],['NP'],[['RB']]
5176,Diabetic nephropathy patients,['Diabetic nephropathy patients'],['NP'],"[['JJ', 'JJ', 'NNS']]"
5179,Diabetic nephropathy patients,['Diabetic nephropathy patients'],['NP'],"[['JJ', 'JJ', 'NNS']]"
5202,"type 2 diabetes mellitus patients "" with nephropathy ""","['type 2 diabetes mellitus patients', '""', 'with', 'nephropathy ""']","['NP', 'PP', 'PP', 'NP']","[['NN', 'CD', 'NN', 'NN', 'NNS'], [""''""], ['IN'], ['NN', ""''""]]"
5204,type 2 diabetes mellitus patients,['type 2 diabetes mellitus patients'],['NP'],"[['NN', 'CD', 'NN', 'NN', 'NNS']]"
5206,patients with nephropathy,"['patients', 'with', 'nephropathy']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN']]"
5210,patients,['patients'],['NP'],[['NNS']]
5216,early-stage diabetic nephropathy patients,['early - stage diabetic nephropathy patients'],['NP'],"[['JJ', 'HYPH', 'NN', 'JJ', 'JJ', 'NNS']]"
5220,early-stage diabetic nephropathy patients,['early - stage diabetic nephropathy patients'],['NP'],"[['JJ', 'HYPH', 'NN', 'JJ', 'JJ', 'NNS']]"
5225,young people with HFA .,"['young people', 'with', 'HFA .']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NNP', '.']]"
5231,Eligible patients were children and adolescents with HFA .,"['Eligible patients', 'were', 'children and adolescents', 'with', 'HFA', '.']","['NP', 'VP', 'NP', 'PP', 'NP', 'S']","[['JJ', 'NNS'], ['VBD'], ['NNS', 'CC', 'NNS'], ['IN'], ['NNP'], ['.']]"
5232,children and adolescents,['children and adolescents'],['NP'],"[['NNS', 'CC', 'NNS']]"
5233,HFA,['HFA'],['NP'],[['NNP']]
5260,children with high-functioning autism :,"['children', 'with', 'high - functioning', 'autism :']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB', 'HYPH', 'VBG'], ['NN', ':']]"
5263,children,['children'],['NP'],[['NNS']]
5264,high-functioning autism,['high - functioning autism'],['NP'],"[['RB', 'HYPH', 'VBG', 'NN']]"
5270,231 patients who were 25 years or older being treated at community and academic settings between April 2008 and March 2011 .,"['231 patients', 'who', 'were', '25 years', 'or', 'older', 'being', 'treated', 'at', 'community and academic', 'settings', 'between', 'April 2008 and March 2011 .']","['NP', 'WHNP', 'VP', 'NP', 'ADVP', 'ADJP', 'VP', 'VP', 'PP', 'UCP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['CD', 'NNS'], ['CC'], ['JJR'], ['VBG'], ['VBN'], ['IN'], ['NN', 'CC', 'JJ'], ['NNS'], ['IN'], ['NNP', 'CD', 'CC', 'NNP', 'CD', '.']]"
5271,231 patients who were 25 years or older,"['231 patients', 'who', 'were', '25 years or older']","['NP', 'WHNP', 'VP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['CD', 'NNS', 'CC', 'JJR']]"
5272,treated at community and academic settings between April 2008 and March 2011,"['treated', 'at', 'community and academic', 'settings', 'between', 'April 2008 and March 2011']","['VP', 'PP', 'ADJP', 'NP', 'PP', 'NP']","[['VBN'], ['IN'], ['NN', 'CC', 'JJ'], ['NNS'], ['IN'], ['NNP', 'CD', 'CC', 'NNP', 'CD']]"
5282,"grade 1 or higher sensory neuropathy according to the NCI Common Terminology Criteria for Adverse Events and at least 4 on a scale of 0 to 10 , representing average chemotherapy-induced pain , after paclitaxel , other taxane , or oxaliplatin treatment .","['grade 1 or higher sensory neuropathy', 'according', 'to', 'the NCI Common Terminology Criteria', 'for', 'Adverse Events and', 'at least 4', 'on', 'a scale', 'of', '0', 'to', '10 ,', 'representing', 'average chemotherapy - induced pain ,', 'after', 'paclitaxel , other taxane , or oxaliplatin treatment .']","['NP', 'PP', 'PP', 'NP', 'PP', 'NP', 'QP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'VP', 'NP', 'PP', 'NP']","[['NN', 'CD', 'CC', 'JJR', 'JJ', 'NN'], ['VBG'], ['IN'], ['DT', 'NNP', 'NNP', 'NNP', 'NNP'], ['IN'], ['NNP', 'NNS', 'CC'], ['RB', 'JJS', 'CD'], ['IN'], ['DT', 'NN'], ['IN'], ['CD'], ['IN'], ['CD', ','], ['VBG'], ['JJ', 'NN', 'HYPH', 'VBN', 'NN', ','], ['IN'], ['NNP', ',', 'JJ', 'NNP', ',', 'CC', 'JJ', 'NN', '.']]"
5286,"grade 1 or higher sensory neuropathy according to the NCI Common Terminology Criteria for Adverse Events and at least 4 on a scale of 0 to 10 , representing average chemotherapy-induced pain , after paclitaxel , other taxane , or oxaliplatin treatment .","['grade 1 or higher sensory neuropathy', 'according', 'to', 'the NCI Common Terminology Criteria', 'for', 'Adverse Events and', 'at least 4', 'on', 'a scale', 'of', '0', 'to', '10 ,', 'representing', 'average chemotherapy - induced pain ,', 'after', 'paclitaxel , other taxane , or oxaliplatin treatment .']","['NP', 'PP', 'PP', 'NP', 'PP', 'NP', 'QP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'VP', 'NP', 'PP', 'NP']","[['NN', 'CD', 'CC', 'JJR', 'JJ', 'NN'], ['VBG'], ['IN'], ['DT', 'NNP', 'NNP', 'NNP', 'NNP'], ['IN'], ['NNP', 'NNS', 'CC'], ['RB', 'JJS', 'CD'], ['IN'], ['DT', 'NN'], ['IN'], ['CD'], ['IN'], ['CD', ','], ['VBG'], ['JJ', 'NN', 'HYPH', 'VBN', 'NN', ','], ['IN'], ['NNP', ',', 'JJ', 'NNP', ',', 'CC', 'JJ', 'NN', '.']]"
5321,patients with painful chemotherapy-induced peripheral neuropathy,"['patients', 'with', 'painful chemotherapy - induced peripheral neuropathy']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'HYPH', 'VBN', 'JJ', 'NN']]"
5326,patients with painful chemotherapy-induced peripheral neuropathy,"['patients', 'with', 'painful chemotherapy - induced peripheral neuropathy']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'HYPH', 'VBN', 'JJ', 'NN']]"
5331,patients with chemotherapy-induced painful peripheral neuropathy :,['patients with chemotherapy - induced painful peripheral neuropathy :'],['NP'],"[['NNS', 'IN', 'NN', 'HYPH', 'VBN', 'JJ', 'JJ', 'NN', ':']]"
5334,patients with chemotherapy-induced painful peripheral neuropathy :,['patients with chemotherapy - induced painful peripheral neuropathy :'],['NP'],"[['NNS', 'IN', 'NN', 'HYPH', 'VBN', 'JJ', 'JJ', 'NN', ':']]"
5339,children with autism,"['children', 'with', 'autism']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN']]"
5340,children with autism,"['children', 'with', 'autism']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN']]"
5341,47 teachers and children,['47 teachers and children'],['NP'],"[['CD', 'NNS', 'CC', 'NNS']]"
5344,47 teachers and children,['47 teachers and children'],['NP'],"[['CD', 'NNS', 'CC', 'NNS']]"
