,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,split_anchor_type,ID,Type,Index,ann_section,ann_source,order_cluster
5201,In B6 treated group a substantial decrease was observed in,HbA1c,( P=0.033 ) .,"['In', 'B6', 'treated', 'group', 'a', 'substantial', 'decrease', 'was', 'observed', 'in', 'HbA1c', '(', 'P=0.033', ')', '.']","(10, 11)","(58, 63)",-1,hl_o,23392542,Abstract,6,test,gold,1663.0
5202,,B1+B6,"or B6 treatment both caused an increase in C-peptide ( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(0, 1)","(0, 5)",-1,ss_i,23392542,Abstract,7,test,gold,
5203,B1+B6 or,B6,"treatment both caused an increase in C-peptide ( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(2, 3)","(8, 10)",-1,ss_i,23392542,Abstract,7,test,gold,809.0
5204,B1+B6 or B6 treatment both caused an increase in,C-peptide,"( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(9, 10)","(48, 57)",-1,ss_o,23392542,Abstract,7,test,gold,
5205,,B1+B6,"or B6 treatment both caused an increase in C-peptide ( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(0, 1)","(0, 5)",-1,hl_i,23392542,Abstract,7,test,gold,
5206,B1+B6 or,B6,"treatment both caused an increase in C-peptide ( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(2, 3)","(8, 10)",-1,hl_i,23392542,Abstract,7,test,gold,808.0
5207,B1+B6 or B6 treatment both caused an increase in,C-peptide,"( P=0.006 , P=0.004 ) .","['B1+B6', 'or', 'B6', 'treatment', 'both', 'caused', 'an', 'increase', 'in', 'C-peptide', '(', 'P=0.006', ',', 'P=0.004', ')', '.']","(9, 10)","(48, 57)",-1,hl_o,23392542,Abstract,7,test,gold,
5208,"CONCLUSION Among the parameters measured , plasma AGE-peptides was the only parameter found to be higher in","type 2 diabetes mellitus patients "" with nephropathy ""","than "" without nephropathy "" .","['CONCLUSION', 'Among', 'the', 'parameters', 'measured', ',', 'plasma', 'AGE-peptides', 'was', 'the', 'only', 'parameter', 'found', 'to', 'be', 'higher', 'in', 'type', '2', 'diabetes', 'mellitus', 'patients', '""', 'with', 'nephropathy', '""', 'than', '""', 'without', 'nephropathy', '""', '.']","(17, 26)","(107, 161)",-1,ss_p,23392542,Abstract,8,test,gold,6924.0
5209,"CONCLUSION Among the parameters measured ,",plasma AGE-peptides,"was the only parameter found to be higher in type 2 diabetes mellitus patients "" with nephropathy "" than "" without nephropathy "" .","['CONCLUSION', 'Among', 'the', 'parameters', 'measured', ',', 'plasma', 'AGE-peptides', 'was', 'the', 'only', 'parameter', 'found', 'to', 'be', 'higher', 'in', 'type', '2', 'diabetes', 'mellitus', 'patients', '""', 'with', 'nephropathy', '""', 'than', '""', 'without', 'nephropathy', '""', '.']","(6, 8)","(42, 61)",-1,ss_o,23392542,Abstract,8,test,gold,4451.0
5210,"CONCLUSION Among the parameters measured , plasma AGE-peptides was the only parameter found to be higher in",type 2 diabetes mellitus patients,""" with nephropathy "" than "" without nephropathy "" .","['CONCLUSION', 'Among', 'the', 'parameters', 'measured', ',', 'plasma', 'AGE-peptides', 'was', 'the', 'only', 'parameter', 'found', 'to', 'be', 'higher', 'in', 'type', '2', 'diabetes', 'mellitus', 'patients', '""', 'with', 'nephropathy', '""', 'than', '""', 'without', 'nephropathy', '""', '.']","(17, 22)","(107, 140)",-1,hl_p,23392542,Abstract,8,test,gold,6903.0
5211,"CONCLUSION Among the parameters measured ,",plasma AGE-peptides,"was the only parameter found to be higher in type 2 diabetes mellitus patients "" with nephropathy "" than "" without nephropathy "" .","['CONCLUSION', 'Among', 'the', 'parameters', 'measured', ',', 'plasma', 'AGE-peptides', 'was', 'the', 'only', 'parameter', 'found', 'to', 'be', 'higher', 'in', 'type', '2', 'diabetes', 'mellitus', 'patients', '""', 'with', 'nephropathy', '""', 'than', '""', 'without', 'nephropathy', '""', '.']","(6, 8)","(42, 61)",-1,hl_o,23392542,Abstract,8,test,gold,4452.0
5212,"However ,",patients with nephropathy,treated with B1+B6 or B6 did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(2, 5)","(9, 34)",-1,ss_p,23392542,Abstract,9,test,gold,3792.0
5213,"However , patients with nephropathy treated with",B1+B6,or B6 did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(7, 8)","(48, 53)",-1,ss_i,23392542,Abstract,9,test,gold,
5214,"However , patients with nephropathy treated with B1+B6 or",B6,did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(9, 10)","(57, 59)",-1,ss_i,23392542,Abstract,9,test,gold,807.0
5215,"However , patients with nephropathy treated with B1+B6 or B6 did not display any further increase in",AGE-peptides,within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(17, 18)","(100, 112)",-1,ss_o,23392542,Abstract,9,test,gold,
5216,"However ,",patients,with nephropathy treated with B1+B6 or B6 did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(2, 3)","(9, 17)",-1,hl_p,23392542,Abstract,9,test,gold,3742.0
5217,"However , patients with nephropathy treated with",B1+B6,or B6 did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(7, 8)","(48, 53)",-1,hl_i,23392542,Abstract,9,test,gold,
5218,"However , patients with nephropathy treated with B1+B6 or",B6,did not display any further increase in AGE-peptides within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(9, 10)","(57, 59)",-1,hl_i,23392542,Abstract,9,test,gold,806.0
5219,"However , patients with nephropathy treated with B1+B6 or B6 did not display any further increase in",AGE-peptides,within five months .,"['However', ',', 'patients', 'with', 'nephropathy', 'treated', 'with', 'B1+B6', 'or', 'B6', 'did', 'not', 'display', 'any', 'further', 'increase', 'in', 'AGE-peptides', 'within', 'five', 'months', '.']","(17, 18)","(100, 112)",-1,hl_o,23392542,Abstract,9,test,gold,
5220,Both of the treatments caused an increase in,C-peptide .,,"['Both', 'of', 'the', 'treatments', 'caused', 'an', 'increase', 'in', 'C-peptide', '.']","(8, 10)","(44, 55)",-1,ss_o,23392542,Abstract,10,test,gold,
5221,Both of the treatments caused an increase in,C-peptide .,,"['Both', 'of', 'the', 'treatments', 'caused', 'an', 'increase', 'in', 'C-peptide', '.']","(8, 10)","(44, 55)",-1,hl_o,23392542,Abstract,10,test,gold,
5222,Social skills improvement in,children with high-functioning autism :,a pilot randomized controlled trial .,"['Social', 'skills', 'improvement', 'in', 'children', 'with', 'high-functioning', 'autism', ':', 'a', 'pilot', 'randomized', 'controlled', 'trial', '.']","(4, 9)","(28, 67)",-1,ss_p,23417625,Title,0,test,gold,6139.0
5223,,Social skills,improvement in children with high-functioning autism : a pilot randomized controlled trial .,"['Social', 'skills', 'improvement', 'in', 'children', 'with', 'high-functioning', 'autism', ':', 'a', 'pilot', 'randomized', 'controlled', 'trial', '.']","(0, 2)","(0, 13)",-1,ss_i,23417625,Title,0,test,gold,2867.0
5224,,Social skills,improvement in children with high-functioning autism : a pilot randomized controlled trial .,"['Social', 'skills', 'improvement', 'in', 'children', 'with', 'high-functioning', 'autism', ':', 'a', 'pilot', 'randomized', 'controlled', 'trial', '.']","(0, 2)","(0, 13)",-1,ss_o,23417625,Title,0,test,gold,2868.0
5225,Social skills improvement in,children,with high-functioning autism : a pilot randomized controlled trial .,"['Social', 'skills', 'improvement', 'in', 'children', 'with', 'high-functioning', 'autism', ':', 'a', 'pilot', 'randomized', 'controlled', 'trial', '.']","(4, 5)","(28, 36)",-1,hl_p,23417625,Title,0,test,gold,2117.0
5226,Social skills improvement in children with,high-functioning autism,: a pilot randomized controlled trial .,"['Social', 'skills', 'improvement', 'in', 'children', 'with', 'high-functioning', 'autism', ':', 'a', 'pilot', 'randomized', 'controlled', 'trial', '.']","(6, 8)","(42, 65)",-1,hl_p,23417625,Title,0,test,gold,6145.0
5227,High-functioning autism ( HFA ) is characterized by persistent impairment in social interaction despite the absence of mental retardation .,,,"['High-functioning', 'autism', '(', 'HFA', ')', 'is', 'characterized', 'by', 'persistent', 'impairment', 'in', 'social', 'interaction', 'despite', 'the', 'absence', 'of', 'mental', 'retardation', '.']",,,,,23417625,Abstract,0,test,gold,
5228,Although an increasing number of group-based programs for the improvement of,social skills,"have been described , randomized controlled trials are needed to evaluate their efficacy .","['Although', 'an', 'increasing', 'number', 'of', 'group-based', 'programs', 'for', 'the', 'improvement', 'of', 'social', 'skills', 'have', 'been', 'described', ',', 'randomized', 'controlled', 'trials', 'are', 'needed', 'to', 'evaluate', 'their', 'efficacy', '.']","(11, 13)","(76, 89)",-1,ss_o,23417625,Abstract,1,test,gold,2877.0
5229,"Although an increasing number of group-based programs for the improvement of social skills have been described , randomized controlled trials are needed to evaluate their",efficacy .,,"['Although', 'an', 'increasing', 'number', 'of', 'group-based', 'programs', 'for', 'the', 'improvement', 'of', 'social', 'skills', 'have', 'been', 'described', ',', 'randomized', 'controlled', 'trials', 'are', 'needed', 'to', 'evaluate', 'their', 'efficacy', '.']","(25, 27)","(170, 180)",-1,ss_o,23417625,Abstract,1,test,gold,4798.0
5230,To compare the effect of a Social Skills Training Group-based Program ( SST-GP ) and a Leisure Activities Group-based Program ( LA-GP ) on the perception of facial emotions and quality of life ( QoL ) in,young people with HFA .,,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(37, 42)","(203, 226)",-1,ss_p,23417625,Abstract,2,test,gold,2216.0
5231,To compare the effect of a,Social Skills Training Group-based Program ( SST-GP ),and a Leisure Activities Group-based Program ( LA-GP ) on the perception of facial emotions and quality of life ( QoL ) in young people with HFA .,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(6, 14)","(26, 79)",-1,ss_i,23417625,Abstract,2,test,gold,6245.0
5232,To compare the effect of a Social Skills Training Group-based Program ( SST-GP ) and a,Leisure Activities Group-based Program ( LA-GP ),on the perception of facial emotions and quality of life ( QoL ) in young people with HFA .,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(16, 23)","(86, 134)",-1,ss_i,23417625,Abstract,2,test,gold,6248.0
5233,To compare the effect of a Social Skills Training Group-based Program ( SST-GP ) and a Leisure Activities Group-based Program ( LA-GP ) on the,perception of facial emotions and quality of life ( QoL ),in young people with HFA .,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(25, 36)","(142, 199)",-1,ss_o,23417625,Abstract,2,test,gold,1895.0
5234,To compare the effect of a,Social Skills Training Group-based Program ( SST-GP ),and a Leisure Activities Group-based Program ( LA-GP ) on the perception of facial emotions and quality of life ( QoL ) in young people with HFA .,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(6, 14)","(26, 79)",-1,hl_i,23417625,Abstract,2,test,gold,6246.0
5235,To compare the effect of a Social Skills Training Group-based Program ( SST-GP ) and a,Leisure Activities Group-based Program ( LA-GP ),on the perception of facial emotions and quality of life ( QoL ) in young people with HFA .,"['To', 'compare', 'the', 'effect', 'of', 'a', 'Social', 'Skills', 'Training', 'Group-based', 'Program', '(', 'SST-GP', ')', 'and', 'a', 'Leisure', 'Activities', 'Group-based', 'Program', '(', 'LA-GP', ')', 'on', 'the', 'perception', 'of', 'facial', 'emotions', 'and', 'quality', 'of', 'life', '(', 'QoL', ')', 'in', 'young', 'people', 'with', 'HFA', '.']","(16, 23)","(86, 134)",-1,hl_i,23417625,Abstract,2,test,gold,6249.0
5236,,Eligible patients were children and adolescents with HFA .,,"['Eligible', 'patients', 'were', 'children', 'and', 'adolescents', 'with', 'HFA', '.']","(0, 9)","(0, 58)",-1,ss_p,23417625,Abstract,3,test,gold,6194.0
5237,Eligible patients were,children and adolescents,with HFA .,"['Eligible', 'patients', 'were', 'children', 'and', 'adolescents', 'with', 'HFA', '.']","(3, 6)","(22, 46)",-1,hl_p,23417625,Abstract,3,test,gold,2106.0
5238,Eligible patients were children and adolescents with,HFA,.,"['Eligible', 'patients', 'were', 'children', 'and', 'adolescents', 'with', 'HFA', '.']","(7, 8)","(52, 55)",-1,hl_p,23417625,Abstract,3,test,gold,2217.0
5239,Participants were randomized to the,SST,or LA group .,"['Participants', 'were', 'randomized', 'to', 'the', 'SST', 'or', 'LA', 'group', '.']","(5, 6)","(35, 38)",-1,ss_i,23417625,Abstract,4,test,gold,578.0
5240,Participants were randomized to the SST or,LA,group .,"['Participants', 'were', 'randomized', 'to', 'the', 'SST', 'or', 'LA', 'group', '.']","(7, 8)","(42, 44)",-1,ss_i,23417625,Abstract,4,test,gold,640.0
5241,Participants were randomized to the,SST,or LA group .,"['Participants', 'were', 'randomized', 'to', 'the', 'SST', 'or', 'LA', 'group', '.']","(5, 6)","(35, 38)",-1,hl_i,23417625,Abstract,4,test,gold,579.0
5242,Participants were randomized to the SST or,LA,group .,"['Participants', 'were', 'randomized', 'to', 'the', 'SST', 'or', 'LA', 'group', '.']","(7, 8)","(42, 44)",-1,hl_i,23417625,Abstract,4,test,gold,641.0
5243,The primary outcome was defined as an,improvement of 2 points in error rates for facial emotion labeling ( DANVA2 ) from baseline .,,"['The', 'primary', 'outcome', 'was', 'defined', 'as', 'an', 'improvement', 'of', '2', 'points', 'in', 'error', 'rates', 'for', 'facial', 'emotion', 'labeling', '(', 'DANVA2', ')', 'from', 'baseline', '.']","(7, 24)","(37, 130)",-1,ss_o,23417625,Abstract,5,test,gold,6467.0
5244,The primary outcome was defined as an improvement of 2 points in,error rates for facial emotion labeling ( DANVA2 ),from baseline .,"['The', 'primary', 'outcome', 'was', 'defined', 'as', 'an', 'improvement', 'of', '2', 'points', 'in', 'error', 'rates', 'for', 'facial', 'emotion', 'labeling', '(', 'DANVA2', ')', 'from', 'baseline', '.']","(12, 21)","(64, 114)",-1,hl_o,23417625,Abstract,5,test,gold,6468.0
5245,"After the 6-month training period , the",SST,"Group made fewer errors in labeling anger on adult faces , whereas error rates in the LA Group remained stable .","['After', 'the', '6-month', 'training', 'period', ',', 'the', 'SST', 'Group', 'made', 'fewer', 'errors', 'in', 'labeling', 'anger', 'on', 'adult', 'faces', ',', 'whereas', 'error', 'rates', 'in', 'the', 'LA', 'Group', 'remained', 'stable', '.']","(7, 8)","(39, 42)",-1,ss_i,23417625,Abstract,6,test,gold,577.0
5246,"After the 6-month training period , the SST Group made fewer errors in labeling anger on adult faces , whereas error rates in the",LA,Group remained stable .,"['After', 'the', '6-month', 'training', 'period', ',', 'the', 'SST', 'Group', 'made', 'fewer', 'errors', 'in', 'labeling', 'anger', 'on', 'adult', 'faces', ',', 'whereas', 'error', 'rates', 'in', 'the', 'LA', 'Group', 'remained', 'stable', '.']","(24, 25)","(129, 131)",-1,ss_i,23417625,Abstract,6,test,gold,639.0
5247,"After the 6-month training period , the SST Group made fewer errors in",labeling anger,"on adult faces , whereas error rates in the LA Group remained stable .","['After', 'the', '6-month', 'training', 'period', ',', 'the', 'SST', 'Group', 'made', 'fewer', 'errors', 'in', 'labeling', 'anger', 'on', 'adult', 'faces', ',', 'whereas', 'error', 'rates', 'in', 'the', 'LA', 'Group', 'remained', 'stable', '.']","(13, 15)","(70, 84)",-1,ss_o,23417625,Abstract,6,test,gold,3020.0
5248,"After the 6-month training period , the",SST,"Group made fewer errors in labeling anger on adult faces , whereas error rates in the LA Group remained stable .","['After', 'the', '6-month', 'training', 'period', ',', 'the', 'SST', 'Group', 'made', 'fewer', 'errors', 'in', 'labeling', 'anger', 'on', 'adult', 'faces', ',', 'whereas', 'error', 'rates', 'in', 'the', 'LA', 'Group', 'remained', 'stable', '.']","(7, 8)","(39, 42)",-1,hl_i,23417625,Abstract,6,test,gold,576.0
