,p,p_src,p_type,i,i_src,i_type,o,o_src,o_type,ID
162,"['95 patients with atherosclerotic disease .', '95 patients with atherosclerotic disease']","[1, 1]","['ss_p', 'hl_p']","['clofibrate', 'niceritrol .', 'clofibrate', 'niceritrol', 'clofibrate', 'niceritrol', 'diet , clofibrate', 'niceritrol', 'diet', 'clofibrate', 'niceritrol', 'dietary treatment', 'diet', 'clofibrate', 'niceritrol', 'diet', 'clofibrate', 'niceritrol', 'Clofibrate', 'Clofibrate', 'clofibrate', 'clofibrate', 'diet', 'clofibrate', 'diet .', 'clofibrate', 'diet .', 'diet , clofibrate', 'niceritrol .', 'diet', 'clofibrate', 'niceritrol .']","[0, 0, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 9, 9, 9, 9, 9, 9, 10, 10, 12, 13, 13, 14, 14, 14, 14, 0, 0, 0, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['proportion of linoleate', 'linoleate', 'fatty acid composition of the plasma lipid esters', 'fatty acid composition of the plasma lipid esters', 'serum lipid reductions .', 'serum lipid', 'fatty acid composition in the plasma lipid esters', 'degree of dietary adherence .', 'fatty acid composition in the plasma lipid esters', 'content of saturated and monounsaturated fatty acids', 'polyunsaturated fatty acids', 'ratio between pulyunsaturated and saturated fatty acids ( P/S ratio ) in the cholesterol esters and triglycerides .', 'content of saturated and monounsaturated fatty acids', 'polyunsaturated fatty acids', 'ratio between pulyunsaturated and saturated fatty acids ( P/S ratio )', 'phospholipids .', 'phospholipids .', 'changes of the fatty acid composition .', 'fatty acid composition .', 'amounts of monounsaturated fatty acids , especially oleate ( 18 : 1 ) , in the cholesterol esters , triglycerides and phospholipids', 'content of linoleic ( 18 : 2 ) acid in both the cholesterol esters and triglycerides .', 'monounsaturated fatty acids', 'oleate', 'triglycerides and phospholipids', 'content of linoleic ( 18 : 2 ) acid', 'P/S ratio', 'relative content of saturated fatty acids', 'P/S ratio', 'saturated fatty acids', 'change from polyunsaturated to monounsaturated fatty acids in the plasma lipid esters', 'ratio between polyunsaturated and saturated fatty acids .', 'polyunsaturated to monounsaturated fatty acids in the plasma lipid esters', 'ratio between polyunsaturated and saturated fatty acids .', 'The fatty acid changes', 'acid changes', 'Changes in the fatty acid composition of the plasma lipid esters', 'fatty acid composition of the plasma lipid esters']","[0, 0, 1, 1, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 8, 8, 9, 9, 10, 10, 10, 10, 10, 10, 12, 12, 12, 12, 13, 13, 13, 13, 14, 14, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",6989377
163,"['360 ASA physical status I-III patients undergoing total abdominal hysterectomy ( TAH ) .', '360 ASA physical status I-III patients undergoing total abdominal hysterectomy ( TAH )', 'major gynecologic surgery .']","[1, 1, 0]","['ss_p', 'hl_p', 'ss_p']","['ondansetron , droperidol , perphenazine', 'metoclopramide', 'ondansetron', 'droperidol', 'perphenazine', 'metoclopramide', 'ondansetron', 'droperidol', 'perphenazine', 'metoclopramide', 'placebo', 'ondansetron', 'droperidol', 'perphenazine', 'metoclopramide', 'placebo', 'metoclopramide', 'ondansetron', 'metoclopramide', 'droperidol', 'ondansetron', 'droperidol', 'perphenazine', 'placebo', 'Metoclopramide', 'ondansetron , droperidol', 'perphenazine', 'perphenazine', 'perphenazine', 'ondansetron , droperidol , perphenazine', 'metoclopramide', 'ondansetron', 'droperidol', 'perphenazine', 'metoclopramide']","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 7, 7, 7, 7, 8, 9, 9, 10, 11, 0, 0, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i']","['efficacy', 'Hypotension', 'systolic hypotension', 'Hypotension', 'severe nausea , retching , or vomiting , defined as severe emetic sequelae ( SES )', 'severe nausea , retching , or vomiting', 'severe emetic sequelae ( SES )', 'SES', 'SES', 'effective', 'effective', 'side effects .', 'side effects .', 'efficacy']","[0, 3, 3, 3, 5, 5, 5, 7, 7, 9, 9, 10, 10, 0]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",7598243
164,"['first-degree relatives of index breast cancer patients', 'first-degree relatives of index breast cancer patients', '200 women aged 35 years and older who had a family history of breast cancer in a first-degree relative .', '200 women aged 35 years and older', 'family history of breast cancer in a first-degree relative', 'Women with a personal history of cancer were excluded .', 'Women', 'personal history of cancer']","[2, 2, 4, 4, 4, 5, 5, 5]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['individualized breast cancer risk counseling', 'counseling .', 'individualized breast cancer risk counseling', 'individualized breast cancer risk counseling', 'general health counseling ( control ) .', 'individualized breast cancer risk counseling', 'general health counseling ( control ) .', 'risk counseling', 'risk counseling', 'counseling .', 'risk counseling', 'risk counseling', 'risk-counseling programs', 'risk-counseling programs', 'individualized breast cancer risk counseling :', 'individualized breast cancer risk counseling :']","[2, 2, 2, 3, 3, 3, 3, 7, 7, 8, 9, 9, 12, 12, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['risk', 'risk', 'risk', 'benefit', 'comprehension of personal risk', 'risk', 'Risk comprehension', 'concordance between perceived "" subjective "" lifetime breast cancer risk and estimated "" objective "" lifetime risk .', 'Risk comprehension', 'risk', 'risk comprehension', 'risk comprehension', 'lifetime risks', 'lifetime risks', 'risk', 'comprehension', 'comprehension', 'risks', 'effective', 'risk', 'risk-counseling', 'risk counseling :']","[0, 1, 2, 2, 2, 3, 6, 6, 6, 7, 7, 7, 8, 8, 9, 9, 9, 11, 11, 12, 12, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o']",7707420
165,"['patients suffering from post-operative pain after cholecystectomy .', 'patients suffering from post-operative pain after cholecystectomy .', '99 patients with severe pain following surgery .', '99 patients with severe pain following surgery']","[0, 0, 3, 3]","['ss_p', 'hl_p', 'ss_p', 'hl_p']","['ketorolac tromethamine', 'placebo', 'ketorolac tromethamine', 'placebo', 'ketorolac tromethamine', 'ketorolac tromethamine', 'placebo', 'placebo', 'placebo', 'ketorolac', 'ketorolac', 'ketorolac', 'placebo-controlled', 'ketorolac tromethamine', 'ketorolac tromethamine']","[0, 0, 0, 0, 5, 5, 9, 9, 10, 10, 12, 12, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i']","['efficacy', 'tolerability', 'efficacy', 'tolerability', 'analgesia activity', 'assessing pain intensity and pain relief', '4 point scale ( VRS )', 'pain intensity and pain relief', '4 point scale ( VRS )', 'safety', 'efficacy', 'safety', 'efficacy', 'pain intensity', 'pain intensity', 'rescue analgesic drug', 'rescue analgesic drug', 'adverse events', 'adverse events', 'systemic and local tolerability', 'systemic and local tolerability', 'effective', 'effectiveness', 'tolerability', 'effectiveness', 'tolerability']","[0, 0, 0, 0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 9, 9, 10, 10, 11, 11, 12, 0, 0, 0, 0]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o']",7808649
166,"['Staphylococcus aureus mastitis , 37 Holstein cows', '37 Holstein cows', 'Staphylococcus aureus mastitis .']","[0, 0, 0]","['ss_p', 'hl_p', 'ss_p']","['oxytetracycline', 'cephapirin benzathine', 'cephapirin benzathine', 'oxytetracycline', 'oxytetracycline', 'cephapirin benzathine', 'cephapirin benzathine', 'oxytetracycline', 'oxytetracycline', 'cephapirin', 'cephapirin', 'oxytetracycline', 'cephapirin', 'cephapirin', 'cephapirin', 'cephapirin', 'oxytetracycline', 'oxytetracycline', 'oxytetracycline', 'oxytetracycline']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['efficacy', 'Milk samples', 'infected', 'rate of cure', 'rate of cure', 'culture', 'rate of cure', 'rate of cure', 'Efficacy']","[0, 1, 1, 3, 3, 4, 5, 5, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o']",7814711
167,"['elderly patients', 'elderly patients', 'in older patients .', 'older patients', 'Old Patients with Hypertension', 'older patients ( > 60 years ) with both diastolic and isolated systolic hypertension .', 'Old Patients with Hypertension', 'older patients ( > 60 years ) with both diastolic and isolated systolic hypertension .', 'older patients .', 'older individuals with hypertension .', 'older individuals with hypertension .']","[0, 0, 2, 2, 3, 3, 3, 3, 4, 5, 5]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p']","['preventive pharmacological strategies in elderly patients', 'preventive pharmacological strategies', 'treating older patients', 'treating older patients .', 'treatment of older individuals']","[0, 0, 3, 4, 5]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i']","['preventive pharmacological strategies', 'incidence of stroke', 'Cost-effectiveness data', 'Cost-effectiveness data']","[0, 2, 5, 5]","['ss_o', 'ss_o', 'ss_o', 'hl_o']",7827398
168,"['dyspnoeic patients .', '100 consecutive patients .', 'patients with severe pulmonary disease ;']","[2, 3, 6]","['ss_p', 'ss_p', 'ss_p']","['Transfer factor of the lung for carbon monoxide', 'TLCO ( TLCO', 'standard ( Jones and Meade )', 'TLCO ( TLCO', 'TLCO ( TLCO', 'standard ( Jones and Meade )', 'TLCO ( TLCO', 'TLCO', 'TLCO .']","[0, 3, 3, 3, 3, 3, 3, 7, 8]","['ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i']","['Transfer factor of the lung for carbon monoxide ( TLCO )', 'ratio of the concentrations of carbon monoxide', 'Transfer factor of the lung for carbon monoxide ( TLCO )', 'Exhalation TLCO ( TLCO , ex )', 'standard ( Jones and Meade ) 10 second breath holding TLCO ( TLCO , bh )', 'Exhalation TLCO ( TLCO , ex )', 'standard ( Jones and Meade ) 10 second breath holding TLCO ( TLCO , bh )', 'relation', 'FEV1', 'relation', 'clinical measurement of TLCO .']","[0, 0, 0, 3, 3, 3, 3, 6, 6, 6, 8]","['ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o']",7831628
169,"['School districts', 'School districts']","[2, 2]","['ss_p', 'hl_p']","['teacher training', 'live workshop training', 'video training condition .', 'live workshop training', 'video training condition .', 'video-trained teachers', 'video-trained', 'Video-trained teachers', 'Video-trained', 'teacher training', 'teacher training', 'teacher training']","[1, 2, 2, 2, 2, 4, 4, 5, 5, 6, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i']","['effectiveness', 'diffusion of Smart Choices', 'effectiveness', 'diffusion of Smart Choices', 'impact', ""teachers ' implementation of Smart Choices ."", ""teachers ' implementation of Smart Choices ."", 'completeness and fidelity of implementation', 'completeness and fidelity of implementation', 'implementation of Smart Choices :']","[0, 0, 0, 0, 1, 3, 3, 4, 4, 0]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",7844976
170,"['patients with previously undetected anxiety', 'patients with previously undetected anxiety', '573 patients who had unrecognized and untreated anxiety identified from the approximately 8,000 patients who completed the waiting room screening questionnaire .', '573 patients who had unrecognized and untreated anxiety', 'primary care patients with untreated anxiety .', 'primary care patients with untreated anxiety .']","[0, 0, 4, 4, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['screener', 'physician intervention', 'demonstration', 'demonstration', 'physician intervention', 'physician intervention', 'screening', 'feedback']","[0, 0, 1, 1, 5, 5, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['elevated anxiety levels', 'anxiety symptom levels', 'functioning status', 'Patient outcomes', 'global anxiety scores , functioning and well-being', ""patients ' reports of global improvements ."", 'global anxiety scores', 'functioning and well-being', ""patients ' reports of global improvements ."", 'outcomes']","[0, 5, 5, 6, 6, 6, 6, 6, 6, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o']",7853069
171,"['20 patients undergoing lateral thoracotomy for lung resection', 'patients undergoing lateral thoracotomy', 'post-thoracotomy']","[4, 11, 0]","['ss_p', 'ss_p', 'ss_p']","['Intercostal nerve blocks ( INB )', 'subarachnoid morphine ( SM )', 'Intercostal nerve blocks ( INB )', 'subarachnoid morphine ( SM )', 'SM', 'INB', 'bupivacaine', 'SM', 'INB', 'saline ( INB- )', 'SM', 'INB with bupivacaine ( INB+ )', 'SM', 'INB using saline ( INB- )', 'INB+', 'INB+', 'INB+', 'INB-', 'INB+', 'INB-', '( INB-', 'INB+', 'INB-', 'INB+', 'INB', 'SM', 'INB', 'SM', 'INB', 'SM .', 'INB', 'SM', 'intercostal nerve blocks', 'morphine', 'intercostal nerve blocks', 'morphine']","[1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 8, 8, 8, 8, 9, 9, 9, 9, 10, 10, 10, 10, 11, 11, 11, 11, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['pain', 'pulmonary function .', 'pain', 'pain', 'post-thoracotomy pain', 'postoperative pulmonary function', 'post-thoracotomy pain', 'postoperative pulmonary function', 'Visual analog scale pain scores at rest , with cough , and with movement of the ipsilateral arm , forced expiratory volume in 1 second ( FEV1 ) , and forced vital capacity ( FVC )', 'Visual analog scale pain scores', 'with cough , and with movement of the ipsilateral arm , forced expiratory volume in 1 second ( FEV1 )', 'forced vital capacity ( FVC )', 'Opioid use', 'Opioid use', 'FEV1', 'FVC', 'resting and cough pain', 'FEV1', 'FVC', 'FEV1', 'pain scores', 'FEV1', 'pain scores', 'Opioid usage', 'Opioid usage', 'pain and pulmonary function']","[0, 0, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 6, 6, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 9, 10]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",8519720
172,"['47 healthy women undergoing elective ambulatory surgery .', '47 healthy women undergoing elective ambulatory surgery', 'women', 'women', 'outpatient surgery .', 'outpatient surgery .']","[0, 0, 1, 1, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['sevoflurane', 'isoflurane', 'sevoflurane', 'isoflurane', 'sevoflurane', 'isoflurane', 'sevoflurane', 'isoflurane', 'thiopental', 'vecuronium', 'fentanyl', 'thiopental', 'vecuronium', 'fentanyl', 'sevoflurane', 'isoflurane', 'sevoflurane', 'isoflurane', 'isoflurane', 'sevoflurane', 'isoflurane ;', 'sevoflurane', 'isoflurane', 'sevoflurane', 'isoflurane']","[0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 5, 6, 6, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['Duration of anesthesia , time to emergence , orientation , length of stay in the surgical unit , and hospital discharge', 'Duration of anesthesia', 'time to emergence', 'orientation', 'length of stay in the surgical unit', 'The emergence , length of stay , and discharge times after discontinuation', 'emergence , length of stay , and discharge times', 'postoperative cough .', 'postoperative cough .', 'level of anesthesia', 'anesthesia']","[3, 3, 3, 3, 3, 4, 4, 5, 5, 6, 6]","['ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",8726604
173,"['90 patients who had aortic , mitral , and/or tricuspid valve replacement with Sorin Bicarbon or CarboMedics bileaflet prostheses .', '90 patients who had aortic , mitral , and/or tricuspid valve replacement with Sorin Bicarbon or CarboMedics bileaflet prostheses']","[3, 3]","['ss_p', 'hl_p']","['prosthesis', 'bileaflet prostheses .', 'bileaflet prostheses .', 'Sorin Bicarbon or CarboMedics bileaflet prostheses .', 'Sorin Bicarbon or CarboMedics bileaflet prostheses .', 'prostheses', 'prostheses', ""prosthesis '"", 'Prosthesis', 'Prosthesis', 'bileaflet prostheses :', 'bileaflet prostheses :']","[1, 2, 2, 3, 3, 4, 4, 5, 10, 10, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['feasibility', 'accuracy', 'postoperative fluoroscopic evaluation', 'feasibility', 'accuracy', 'Fluoroscopic evaluation', ""valve 's hemodynamic performance was investigated through Doppler study ."", 'hemodynamic performance', 'fluoroscopic evaluation', 'fluoroscopic evaluation', 'hemodynamic performance', 'hemodynamic performance', 'rate of success of the fluoroscopic evaluation .', 'rate of success of the fluoroscopic evaluation .', 'feasibility and accuracy of fluoroscopy', ""valve 's hemodynamic performance ."", 'feasibility', 'accuracy of fluoroscopy', ""valve 's hemodynamic performance ."", 'fluoroscopic', 'fluoroscopic', 'Fluoroscopic functional evaluation']","[2, 2, 2, 2, 2, 5, 6, 6, 7, 7, 9, 9, 10, 10, 11, 11, 11, 11, 11, 12, 12, 0]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",8771302
174,"['82 patients having postoperative epidural analgesia', '82 patients having postoperative epidural analgesia']","[0, 0]","['ss_p', 'hl_p']","['tunnelling', 'tunnelling', 'Tunnelling', 'Tunnelling', 'tunnelled catheters', 'non-tunnelled catheters', 'tunnelled catheters', 'non-tunnelled catheters', 'tunnelling .', 'tunnelling .', 'tunnelling', 'tunnelling']","[0, 0, 1, 1, 3, 3, 3, 3, 4, 4, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['migration .', 'migration .', 'incidence of inward migration', 'incidence of inward migration', 'position', 'catheter migration', 'catheter migration', 'effect']","[0, 0, 1, 1, 3, 4, 4, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o']",8779382
175,"['drug-free adult patients with autistic disorder .', 'drug-free adult patients with autistic disorder .', 'Twenty drug-free adults with autistic disorder ( 16 men and 4 women ) ( mean [ +/- SD ] age , 30.5 +/- 8.5 years )', 'Twenty drug-free adults with autistic disorder', '16 men and 4 women', 'mean [ +/- SD ] age , 30.5 +/- 8.5 years', 'patients with autism .', 'patients with autism .', 'drug-free adults with autistic disorder .', 'drug-free adults', 'autistic disorder']","[0, 0, 1, 1, 1, 1, 12, 12, 0, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['tryptophan depletion', 'tryptophan depletion', 'tryptophan depletion', 'low-tryptophan diet', 'amino acid drink .', 'low-tryptophan diet', 'amino acid drink .', 'amino acid drink', 'amino acid drink', 'tryptophan depletion', 'sham depletion', 'Tryptophan depletion', 'tryptophan-deficient amino acid drink .', 'tryptophan depletion .', 'tryptophan depletion']","[0, 1, 1, 2, 2, 2, 2, 3, 3, 6, 6, 7, 10, 11, 0]","['ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i']","['behavioral and biochemical responses', 'Behavioral ratings', 'Plasma free and total tryptophan levels', 'Plasma free and total tryptophan levels', 'behavioral symptoms', 'behaviors such as whirling , flapping , pacing , banging and hitting self , rocking , and toe walking', 'whirling , flapping , pacing , banging and hitting self , rocking , and toe walking', 'calm and happy', 'anxious .', 'calm and happy', 'anxious .', 'social relatedness or repetitive thoughts and behavior .', 'social relatedness or repetitive thoughts and behavior .', 'Plasma total and free tryptophan levels', 'Plasma total and free tryptophan levels', 'symptoms', 'plasma total tryptophan levels', 'Autism Behavior Checklist scores', 'symptoms', 'plasma total tryptophan levels', 'Autism Behavior Checklist scores', 'symptoms', 'symptoms']","[0, 3, 4, 4, 6, 7, 7, 8, 8, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11, 11, 11, 13, 13]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",8911222
176,"['Thirty adults with autistic disorder', 'Thirty adults', 'autistic disorder', 'autistic disorder in adults .', 'adults with autistic disorder .', 'adults with autistic disorder .']","[3, 3, 3, 10, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p']","['placebo-controlled', 'fluvoxamine maleate .', 'placebo-controlled', 'fluvoxamine maleate .', 'fluvoxamine-treated', 'placebo', 'fluvoxamine-treated', 'placebo', 'Fluvoxamine', 'placebo', 'Fluvoxamine', 'placebo', 'fluvoxamine', 'fluvoxamine', 'Fluvoxamine', 'placebo', 'Fluvoxamine', 'placebo', 'fluvoxamine', 'fluvoxamine', 'fluvoxamine', 'placebo-controlled', 'fluvoxamine']","[3, 3, 3, 3, 5, 5, 5, 5, 6, 6, 6, 6, 8, 8, 10, 10, 10, 10, 11, 11, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'hl_i']","['social interaction , impairments in communication', 'restricted repertoire of activities and interests .', 'symptoms', 'Behavioral ratings', 'Behavioral ratings', 'repetitive thoughts and behavior', 'maladaptive behavior', 'aggression', 'social relatedness', 'language usage', 'repetitive thoughts and behavior', 'maladaptive behavior', 'aggression', 'social relatedness', 'language usage', 'Treatment response', 'age level of autistic behavior', 'full-scale IQ .', 'mild sedation and nausea', 'mild sedation and nausea', 'dyskinesias , adverse cardiovascular events , or seizures', 'dyskinesias , adverse cardiovascular events , or seizures', 'effective', 'symptoms']","[0, 0, 2, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 8, 8, 9, 9, 10, 10]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",8911223
