,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
274,"Based on both conditional and unconditional random sampling, we analyze the overall quality of generated patent claims.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,62.0,64.0,62.0,64.0,analyze,0.0,65.0,72.0,65.0,72.0,['we'],['analyze'],,,,,,,,,,analyze,analyze,"[',', 'we']","['the overall quality of generated patent claims', '.']",0,65,73,65,73,,,,,https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Abstract,6,"Based on both conditional and unconditional random sampling, we analyze the overall quality of generated patent claims.","['Based', 'on', 'both', 'conditional', 'and', 'unconditional', 'random', 'sampling,', 'we', 'analyze', 'the', 'overall', 'quality', 'of', 'generated', 'patent', 'claims.']",,,
275,"Our contributions include : ( 1 ) being the first to generate patent claims by machines and being the first to apply GPT-2 to patent claim generation , ( 2 ) providing various experiment results for qualitative analysis and future research , ( 3 ) proposing a new sampling approach for text generation , and ( 4 ) building an e - mail bot for future researchers to explore",the fine - tuned GPT-2 model,further .,S,"['NP', 'VP', '.']",contributions,0.0,4.0,17.0,4.0,17.0,include providing and,0.0,18.0,307.0,18.0,307.0,['contributions'],"['include', 'being', 'being', 'providing', 'building']",explore,"['building', 'bot', 'future researchers', 'to']",['the fine - tuned GPT-2 model further .'],-1.0,0.0,365.0,373.0,365.0,373.0,explore,explore,"['building', 'bot', 'future researchers', 'to']",['the fine - tuned GPT-2 model further .'],0,365,373,365,373,,further,"['NOUN', 'ADV', 'VERB']","['model', 'further', 'explore']",https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Abstract,7,"Our contributions include: (1) being the first to generate patent claims by machines and being the first to apply GPT-2 to patent claim generation, (2) providing various experiment results for qualitative analysis and future research, (3) proposing a new sampling approach for text generation, and (4) building an e-mail bot for future researchers to explore the fine-tuned GPT-2 model further.","['Our', 'contributions', 'include', ':', '(', '1', ')', 'being', 'the', 'first', 'to', 'generate', 'patent', 'claims', 'by', 'machines', 'and', 'being', 'the', 'first', 'to', 'apply', 'GPT-2', 'to', 'patent', 'claim', 'generation', ',', '(', '2', ')', 'providing', 'various', 'experiment', 'results', 'for', 'qualitative', 'analysis', 'and', 'future', 'research', ',', '(', '3', ')', 'proposing', 'a', 'new', 'sampling', 'approach', 'for', 'text', 'generation', ',', 'and', '(', '4', ')', 'building', 'an', 'e', '-', 'mail', 'bot', 'for', 'future', 'researchers', 'to', 'explore', 'the', 'fine', '-', 'tuned', 'GPT-2', 'model', 'further', '.']","(69, 75)","(372, 400)",17.0
276,Patent Claim Generation by Fine-Tuning OpenAI,GPT,-2 .,NP,"['NP', 'PP', 'HYPH', 'NN', 'NNP', 'NNP', 'NNPS', '.']",Patent Claim Generation Tuning OpenAI GPT -2,0.0,0.0,54.0,0.0,54.0,,,,,,,"['Patent', 'Claim', 'Generation', 'Tuning', 'OpenAI', 'GPT', '-2']",[],,,,,,,,,,Claim,Claim,['Patent'],[],0,7,13,7,13,,2,"['PROPN', 'PROPN', 'PROPN']","['GPT', '-2', 'OpenAI']",https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Title,0,Patent Claim Generation by Fine-Tuning OpenAI GPT-2.,"['Patent', 'Claim', 'Generation', 'by', 'Fine-Tuning', 'OpenAI', 'GPT', '-2', '.']","(6, 7)","(45, 48)",0.0
277,Patent Claim Generation by Fine-Tuning OpenAI,GPT-2,.,NP,"['NP', 'PP', 'HYPH', 'NP', '.']",Patent Claim Generation Tuning OpenAI GPT-2,0.0,0.0,53.0,0.0,53.0,,,,,,,"['Patent', 'Claim', 'Generation', 'Tuning', 'OpenAI', 'GPT-2']",[],,,,,,,,,,Tuning,Tuning,"['Patent Claim Generation by Fine', '-']",['OpenAI GPT-2'],0,34,41,34,41,,,"['PROPN', 'PROPN', 'PROPN']","['GPT-2', 'OpenAI', 'Tuning']",https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Title,0,Patent Claim Generation by Fine-Tuning OpenAI GPT-2.,"['Patent', 'Claim', 'Generation', 'by', 'Fine-Tuning', 'OpenAI', 'GPT-2', '.']","(6, 7)","(45, 50)",0.0
278,We present,a simple yet effective method for generating high quality classical Chinese poetry with Generative Pre - trained Language Model ( GPT ),.,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,present,0.0,3.0,10.0,3.0,10.0,['We'],['present'],,,,,,,,,,),),"['Model', '(', 'GPT']",[],2,145,147,-2,0,,,['PUNCT'],[')'],https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,0,We present a simple yet effective method for generating high quality classical Chinese poetry with Generative Pre-trained Language Model (GPT).,"['We', 'present', 'a', 'simple', 'yet', 'effective', 'method', 'for', 'generating', 'high', 'quality', 'classical', 'Chinese', 'poetry', 'with', 'Generative', 'Pre', '-', 'trained', 'Language', 'Model', '(', 'GPT', ')', '.']","(2, 24)","(10, 145)",130.0
279,,The method,"adopts a simple GPT model , without using any human crafted rules or features , or designing any additional neural components .",S,"['NP', 'VP', '.']",The method,1.0,0.0,10.0,0.0,10.0,adopts,2.0,11.0,17.0,0.0,6.0,"['The', 'method']",['adopts'],adopts,['The method'],"['a simple GPT model', ',', '.']",1.0,2.0,11.0,18.0,0.0,7.0,adopts,adopts,['The method'],"['a simple GPT model', ',', '.']",2,11,18,0,7,adopts,adopts,"['NOUN', 'VERB']","['method', 'adopts']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,1,"The method adopts a simple GPT model, without using any human crafted rules or features, or designing any additional neural components.","['The', 'method', 'adopts', 'a', 'simple', 'GPT', 'model', ',', 'without', 'using', 'any', 'human', 'crafted', 'rules', 'or', 'features', ',', 'or', 'designing', 'any', 'additional', 'neural', 'components', '.']","(0, 2)","(0, 10)",-1.0
280,The method adopts,a simple GPT model,", without using any human crafted rules or features , or designing any additional neural components .",S,"['NP', 'VP', '.']",The method,0.0,0.0,10.0,0.0,10.0,adopts,0.0,11.0,17.0,11.0,17.0,"['The', 'method']",['adopts'],adopts,['The method'],"['a simple GPT model', ',', '.']",-1.0,0.0,11.0,18.0,11.0,18.0,adopts,adopts,['The method'],"['a simple GPT model', ',', '.']",0,11,18,11,18,using,without,"['NOUN', 'VERB']","['model', 'adopts']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,1,"The method adopts a simple GPT model, without using any human crafted rules or features, or designing any additional neural components.","['The', 'method', 'adopts', 'a', 'simple', 'GPT', 'model', ',', 'without', 'using', 'any', 'human', 'crafted', 'rules', 'or', 'features', ',', 'or', 'designing', 'any', 'additional', 'neural', 'components', '.']","(3, 7)","(17, 35)",9.0
281,The method adopts a simple,GPT,"model , without using any human crafted rules or features , or designing any additional neural components .",S,"['NP', 'VP', '.']",The method,0.0,0.0,10.0,0.0,10.0,adopts,0.0,11.0,17.0,11.0,17.0,"['The', 'method']",['adopts'],adopts,['The method'],"['a simple GPT model', ',', '.']",-1.0,0.0,11.0,18.0,11.0,18.0,adopts,adopts,['The method'],"['a simple GPT model', ',', '.']",0,11,18,11,18,using,model,"['PROPN', 'NOUN', 'VERB']","['GPT', 'model', 'adopts']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,1,"The method adopts a simple GPT model, without using any human crafted rules or features, or designing any additional neural components.","['The', 'method', 'adopts', 'a', 'simple', 'GPT', 'model', ',', 'without', 'using', 'any', 'human', 'crafted', 'rules', 'or', 'features', ',', 'or', 'designing', 'any', 'additional', 'neural', 'components', '.']","(5, 6)","(26, 29)",0.0
282,While,the proposed model,"learns to generate various forms of classical Chinese poems , including Jueju , Lushi , various Cipai and Couples , the generated poems are of very high quality .",S,"['SBAR', ',', 'NP', 'VP', '.']",the poems,2.0,141.0,160.0,116.0,135.0,are,2.0,161.0,164.0,136.0,139.0,"['the', 'poems']",['are'],learns,['the proposed model'],[],1.0,2.0,25.0,32.0,0.0,7.0,learns,learns,['the proposed model'],[],2,25,32,0,7,learns,learns,"['NOUN', 'VERB']","['model', 'learns']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,2,"While the proposed model learns to generate various forms of classical Chinese poems, including Jueju, Lushi, various Cipai and Couples, the generated poems are of very high quality.","['While', 'the', 'proposed', 'model', 'learns', 'to', 'generate', 'various', 'forms', 'of', 'classical', 'Chinese', 'poems', ',', 'including', 'Jueju', ',', 'Lushi', ',', 'various', 'Cipai', 'and', 'Couples', ',', 'the', 'generated', 'poems', 'are', 'of', 'very', 'high', 'quality', '.']","(1, 4)","(5, 23)",-1.0
283,We also propose and implement a method to fine - tune,the model,to generate acrostic poetry .,S,"['NP', 'ADVP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,propose and implement,0.0,8.0,29.0,8.0,29.0,['We'],"['propose', 'implement']",implement,[],[],-1.0,0.0,20.0,30.0,20.0,30.0,propose,propose,"['We', 'and']",['implement a method to fine - tune the model to generate acrostic poetry'],0,8,16,8,16,generate,to,"['NOUN', 'NOUN', 'ADP']","['model', 'tune', 'to']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,3,We also propose and implement a method to fine-tune the model to generate acrostic poetry.,"['We', 'also', 'propose', 'and', 'implement', 'a', 'method', 'to', 'fine', '-', 'tune', 'the', 'model', 'to', 'generate', 'acrostic', 'poetry', '.']","(11, 13)","(53, 62)",-1.0
284,"To the best of our knowledge , this is the first to employ",GPT,in developing a poetry generation system .,S,"['PP', ',', 'NP', 'VP', '.']",this,0.0,31.0,35.0,31.0,35.0,is,0.0,36.0,38.0,36.0,38.0,['this'],['is'],employ,['to'],['GPT in developing a poetry generation system'],-1.0,0.0,52.0,59.0,52.0,59.0,first,is first,['this'],"['to employ GPT in developing a poetry generation system', '.']",0,36,49,36,49,developing,in,"['PROPN', 'VERB', 'ADJ']","['GPT', 'employ', 'first']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,4,"To the best of our knowledge, this is the first to employ GPT in developing a poetry generation system.","['To', 'the', 'best', 'of', 'our', 'knowledge', ',', 'this', 'is', 'the', 'first', 'to', 'employ', 'GPT', 'in', 'developing', 'a', 'poetry', 'generation', 'system', '.']","(13, 14)","(58, 61)",0.0
285,We have released an online mini demonstration program on Wechat to show the generation capability of,the proposed method for classical Chinese poetry,.,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,have released,0.0,3.0,16.0,3.0,16.0,['We'],"['have', 'released']",to show,[],['the generation capability of the proposed method for classical Chinese poetry'],-1.0,0.0,64.0,72.0,64.0,72.0,released,have released,['We'],"['an online mini demonstration program', '.']",0,3,17,3,17,,,"['NOUN', 'ADP', 'NOUN']","['method', 'of', 'capability']",https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Abstract,5,We have released an online mini demonstration program on Wechat to show the generation capability of the proposed method for classical Chinese poetry.,"['We', 'have', 'released', 'an', 'online', 'mini', 'demonstration', 'program', 'on', 'Wechat', 'to', 'show', 'the', 'generation', 'capability', 'of', 'the', 'proposed', 'method', 'for', 'classical', 'Chinese', 'poetry', '.']","(16, 23)","(100, 148)",-1.0
286,,GPT,-based Generation for Classical Chinese Poetry .,NP,"['NP', 'PP', '.']",GPT Generation,1.0,0.0,21.0,0.0,21.0,,,,,,,"['GPT', 'Generation']",[],,,,,,,,,,GPT,GPT,[],"['-based Generation', '.']",1,0,4,0,4,-based,based,['PROPN'],['GPT'],https://www.semanticscholar.org/paper/GPT-based-Generation-for-Classical-Chinese-Poetry-Liao-Wang/83b56c3c7a61767bd88d85796aa5dbc4976912c3,29,Title,0,GPT-based Generation for Classical Chinese Poetry.,"['GPT', '-based', 'Generation', 'for', 'Classical', 'Chinese', 'Poetry', '.']","(0, 1)","(0, 3)",0.0
287,Recent work has demonstrated substantial gains on many NLP tasks and benchmarks by pre-training on a large corpus of text followed by fine-tuning on a specific task.,,,S,"['NP', 'VP', '.']",Recent work,0.0,0.0,11.0,0.0,11.0,has demonstrated,0.0,12.0,28.0,12.0,28.0,"['Recent', 'work']","['has', 'demonstrated']",,,,,,,,,,demonstrated,has demonstrated,"['Recent', 'work']",['substantial gains on many NLP tasks and benchmarks by pre - training on a large corpus of text followed by fine - tuning on a specific task'],0,12,29,12,29,,,,,https://www.semanticscholar.org/paper/Language-Models-are-Few-Shot-Learners-Brown-Mann/6d652ddf2f2c30e1f8ed76477ac4d149f5352fff,30,Abstract,0,Recent work has demonstrated substantial gains on many NLP tasks and benchmarks by pre-training on a large corpus of text followed by fine-tuning on a specific task.,"['Recent', 'work', 'has', 'demonstrated', 'substantial', 'gains', 'on', 'many', 'NLP', 'tasks', 'and', 'benchmarks', 'by', 'pre-training', 'on', 'a', 'large', 'corpus', 'of', 'text', 'followed', 'by', 'fine-tuning', 'on', 'a', 'specific', 'task.']",,,
288,"While typically task-agnostic in architecture, this method still requires task-specific fine-tuning datasets of thousands or tens of thousands of examples.",,,S,"['IN', 'S', ',', 'NP', 'ADVP', 'VP', '.']",this method,0.0,50.0,61.0,50.0,61.0,requires,0.0,68.0,76.0,68.0,76.0,"['task', 'this', 'method']",['requires'],,,,,,,,,,requires,requires,"['still', 'While typically task - agnostic in architecture , this method']",['task - specific fine - tuning datasets of thousands or tens of thousands of examples'],0,68,77,68,77,,,,,https://www.semanticscholar.org/paper/Language-Models-are-Few-Shot-Learners-Brown-Mann/6d652ddf2f2c30e1f8ed76477ac4d149f5352fff,30,Abstract,1,"While typically task-agnostic in architecture, this method still requires task-specific fine-tuning datasets of thousands or tens of thousands of examples.","['While', 'typically', 'task-agnostic', 'in', 'architecture,', 'this', 'method', 'still', 'requires', 'task-specific', 'fine-tuning', 'datasets', 'of', 'thousands', 'or', 'tens', 'of', 'thousands', 'of', 'examples.']",,,
289,"By contrast, humans can generally perform a new language task from only a few examples or from simple instructions - something which current NLP systems still largely struggle to do.",,,S,"['PP', ',', 'NP', 'VP', '.']",humans,0.0,14.0,20.0,14.0,20.0,can perform,0.0,21.0,42.0,21.0,42.0,['humans'],"['can', 'perform']",,,,,,,,,,perform,perform,"['By contrast , humans can generally']","['a new language', 'task from only a few examples or from simple instructions - something which current NLP systems still largely struggle to do']",0,35,43,35,43,,,,,https://www.semanticscholar.org/paper/Language-Models-are-Few-Shot-Learners-Brown-Mann/6d652ddf2f2c30e1f8ed76477ac4d149f5352fff,30,Abstract,2,"By contrast, humans can generally perform a new language task from only a few examples or from simple instructions - something which current NLP systems still largely struggle to do.","['By', 'contrast,', 'humans', 'can', 'generally', 'perform', 'a', 'new', 'language', 'task', 'from', 'only', 'a', 'few', 'examples', 'or', 'from', 'simple', 'instructions', '-', 'something', 'which', 'current', 'NLP', 'systems', 'still', 'largely', 'struggle', 'to', 'do.']",,,
290,"Here we show that scaling up language models greatly improves task-agnostic, few-shot performance, sometimes even reaching competitiveness with prior state-of-the-art fine-tuning approaches.",,,S,"['ADVP', 'NP', 'VP', '.']",we,0.0,5.0,7.0,5.0,7.0,show,0.0,8.0,12.0,8.0,12.0,['we'],['show'],,,,,,,,,,show,show,['we'],[],0,8,13,8,13,,,,,https://www.semanticscholar.org/paper/Language-Models-are-Few-Shot-Learners-Brown-Mann/6d652ddf2f2c30e1f8ed76477ac4d149f5352fff,30,Abstract,3,"Here we show that scaling up language models greatly improves task-agnostic, few-shot performance, sometimes even reaching competitiveness with prior state-of-the-art fine-tuning approaches.","['Here', 'we', 'show', 'that', 'scaling', 'up', 'language', 'models', 'greatly', 'improves', 'task-agnostic,', 'few-shot', 'performance,', 'sometimes', 'even', 'reaching', 'competitiveness', 'with', 'prior', 'state-of-the-art', 'fine-tuning', 'approaches.']",,,
291,"Specifically , we train","GPT-3 , an autoregressive language model with 175 billion parameters , 10x more than any previous non - sparse language model",", and test its performance in the few - shot setting .",S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,train and test,0.0,18.0,160.0,18.0,160.0,['we'],"['train', 'test']",train,"['we', 'Specifically ,']","['GPT-3 an autoregressive language model with 175 billion parameters', ',', ', 10x more than any previous non - sparse language model , and test its performance in the few - shot setting .']",0.0,0.0,18.0,24.0,18.0,24.0,train,train,"['we', 'Specifically ,']","['GPT-3 an autoregressive language model with 175 billion parameters', ',', ', 10x more than any previous non - sparse language model , and test its performance in the few - shot setting .']",0,18,24,18,24,test,and,['VERB'],['train'],https://www.semanticscholar.org/paper/Language-Models-are-Few-Shot-Learners-Brown-Mann/6d652ddf2f2c30e1f8ed76477ac4d149f5352fff,30,Abstract,4,"Specifically, we train GPT-3, an autoregressive language model with 175 billion parameters, 10x more than any previous non-sparse language model, and test its performance in the few-shot setting.","['Specifically', ',', 'we', 'train', 'GPT-3', ',', 'an', 'autoregressive', 'language', 'model', 'with', '175', 'billion', 'parameters', ',', '10x', 'more', 'than', 'any', 'previous', 'non', '-', 'sparse', 'language', 'model', ',', 'and', 'test', 'its', 'performance', 'in', 'the', 'few', '-', 'shot', 'setting', '.']","(4, 25)","(23, 148)",0.0
