,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
228,"Hello, It's GPT-2 - How Can I Help You?",,,,,,,Hello,Hello,[],[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Title,0,"Hello, It's GPT-2 - How Can I Help You?","['Hello,', ""It's"", 'GPT-2', '-', 'How', 'Can', 'I', 'Help', 'You?']",
229,Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems.,,,,,,,Towards,Towards,[],[],,,,,https://www.semanticscholar.org/paper/Hello%2C-It's-GPT-2-How-Can-I-Help-You-Towards-the-of-Budzianowski-Vulic/a5ed9dfc0725bffb6428a2cc297a15265377906c,25,Title,1,Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems.,"['Towards', 'the', 'Use', 'of', 'Pretrained', 'Language', 'Models', 'for', 'Task-Oriented', 'Dialogue', 'Systems.']",
230,"Missing sentence generation (or sentence infilling) fosters a wide range of applications in natural language generation, such as document auto-completion and meeting note expansion.",,,,,,,sentence,sentence,[],[],,,,,https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Abstract,0,"Missing sentence generation (or sentence infilling) fosters a wide range of applications in natural language generation, such as document auto-completion and meeting note expansion.","['Missing', 'sentence', 'generation', '(or', 'sentence', 'infilling)', 'fosters', 'a', 'wide', 'range', 'of', 'applications', 'in', 'natural', 'language', 'generation,', 'such', 'as', 'document', 'auto-completion', 'and', 'meeting', 'note', 'expansion.']",
231,Such a task asks the model to generate intermediate missing sentence that can semantically and syntactically bridge the surrounding context.,,,,,,,asks,asks,['Such a task'],[],,,,,https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Abstract,1,Such a task asks the model to generate intermediate missing sentence that can semantically and syntactically bridge the surrounding context.,"['Such', 'a', 'task', 'asks', 'the', 'model', 'to', 'generate', 'intermediate', 'missing', 'sentence', 'that', 'can', 'semantically', 'and', 'syntactically', 'bridge', 'the', 'surrounding', 'context.']",
232,"Solving the sentence infilling task requires techniques in NLP ranging from natural language understanding, discourse-level planning and natural language generation.",,,,,,,requires,requires,['the sentence infilling task'],[],,,,,https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Abstract,2,"Solving the sentence infilling task requires techniques in NLP ranging from natural language understanding, discourse-level planning and natural language generation.","['Solving', 'the', 'sentence', 'infilling', 'task', 'requires', 'techniques', 'in', 'NLP', 'ranging', 'from', 'natural', 'language', 'understanding,', 'discourse-level', 'planning', 'and', 'natural', 'language', 'generation.']",
233,"In this paper, we present a framework to decouple this challenge and address these three aspects respectively, leveraging the power of existing large-scale pre-trained models such as",BERT,and GPT-2.,existing,[],[],-1.0,present,present,['we'],[],,and,"['PROPN', 'SCONJ', 'NOUN']","['BERT', 'as', 'models']",https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Abstract,3,"In this paper, we present a framework to decouple this challenge and address these three aspects respectively, leveraging the power of existing large-scale pre-trained models such as BERT and GPT-2.","['In', 'this', 'paper,', 'we', 'present', 'a', 'framework', 'to', 'decouple', 'this', 'challenge', 'and', 'address', 'these', 'three', 'aspects', 'respectively,', 'leveraging', 'the', 'power', 'of', 'existing', 'large-scale', 'pre-trained', 'models', 'such', 'as', 'BERT', 'and', 'GPT-2.']","(27, 28)"
234,"Our empirical results demonstrate the effectiveness of our proposed model in learning a sentence representation for generation, and further generating a missing sentence that bridges the context.",,,,,,,demonstrate,demonstrate,"['empirical', 'Our results']","['the effectiveness of our proposed model in learning a sentence representation for generation , further generating a missing sentence that bridges the context']",,,,,https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Abstract,4,"Our empirical results demonstrate the effectiveness of our proposed model in learning a sentence representation for generation, and further generating a missing sentence that bridges the context.","['Our', 'empirical', 'results', 'demonstrate', 'the', 'effectiveness', 'of', 'our', 'proposed', 'model', 'in', 'learning', 'a', 'sentence', 'representation', 'for', 'generation,', 'and', 'further', 'generating', 'a', 'missing', 'sentence', 'that', 'bridges', 'the', 'context.']",
235,INSET: Sentence Infilling with Inter-sentential Generative Pre-training.,,,,,,,INSET,INSET,[],[],,,,,https://www.semanticscholar.org/paper/INSET%3A-Sentence-Infilling-with-Inter-sentential-Huang-Zhang/8534e477b7ab410b11a7b8d01f096ee7dd0f366c,26,Title,0,INSET: Sentence Infilling with Inter-sentential Generative Pre-training.,"['INSET:', 'Sentence', 'Infilling', 'with', 'Inter-sentential', 'Generative', 'Pre-training.']",
236,We explore deep autoregressive Transformer models in language modeling for speech recognition.,,,,,,,explore,explore,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,0,We explore deep autoregressive Transformer models in language modeling for speech recognition.,"['We', 'explore', 'deep', 'autoregressive', 'Transformer', 'models', 'in', 'language', 'modeling', 'for', 'speech', 'recognition.']",
237,We focus on two aspects.,,,,,,,focus,focus,['We'],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,1,We focus on two aspects.,"['We', 'focus', 'on', 'two', 'aspects.']",
238,"First, we revisit Transformer model configurations specifically for language modeling.",,,,,,,configurations,configurations,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,2,"First, we revisit Transformer model configurations specifically for language modeling.","['First,', 'we', 'revisit', 'Transformer', 'model', 'configurations', 'specifically', 'for', 'language', 'modeling.']",
239,We show that well configured Transformer models outperform our baseline models based on the shallow stack of LSTM recurrent neural network layers.,,,,,,,show,show,['We'],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,3,We show that well configured Transformer models outperform our baseline models based on the shallow stack of LSTM recurrent neural network layers.,"['We', 'show', 'that', 'well', 'configured', 'Transformer', 'models', 'outperform', 'our', 'baseline', 'models', 'based', 'on', 'the', 'shallow', 'stack', 'of', 'LSTM', 'recurrent', 'neural', 'network', 'layers.']",
240,"We carry out experiments on the open-source LibriSpeech 960hr task, for both 200K vocabulary word-level and 10K byte-pair encoding subword-level language modeling.",,,,,,,subword,subword,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,4,"We carry out experiments on the open-source LibriSpeech 960hr task, for both 200K vocabulary word-level and 10K byte-pair encoding subword-level language modeling.","['We', 'carry', 'out', 'experiments', 'on', 'the', 'open-source', 'LibriSpeech', '960hr', 'task,', 'for', 'both', '200K', 'vocabulary', 'word-level', 'and', '10K', 'byte-pair', 'encoding', 'subword-level', 'language', 'modeling.']",
241,"We apply our word-level models to conventional hybrid speech recognition by lattice rescoring, and the subword-level models to attention based encoder-decoder models by shallow fusion.",,,,,,,apply,apply,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,5,"We apply our word-level models to conventional hybrid speech recognition by lattice rescoring, and the subword-level models to attention based encoder-decoder models by shallow fusion.","['We', 'apply', 'our', 'word-level', 'models', 'to', 'conventional', 'hybrid', 'speech', 'recognition', 'by', 'lattice', 'rescoring,', 'and', 'the', 'subword-level', 'models', 'to', 'attention', 'based', 'encoder-decoder', 'models', 'by', 'shallow', 'fusion.']",
242,"Second, we show that deep Transformer language models do not require positional encoding.",,,,,,,show,show,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,6,"Second, we show that deep Transformer language models do not require positional encoding.","['Second,', 'we', 'show', 'that', 'deep', 'Transformer', 'language', 'models', 'do', 'not', 'require', 'positional', 'encoding.']",
243,The positional encoding is an essential augmentation for the self-attention mechanism which is invariant to sequence ordering.,,,,,,,essential,is essential,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,7,The positional encoding is an essential augmentation for the self-attention mechanism which is invariant to sequence ordering.,"['The', 'positional', 'encoding', 'is', 'an', 'essential', 'augmentation', 'for', 'the', 'self-attention', 'mechanism', 'which', 'is', 'invariant', 'to', 'sequence', 'ordering.']",
244,"However, in autoregressive setup, as is the case for language modeling, the amount of information increases along the position dimension, which is a positional signal by its own.",,,,,,,is,is,"['However in autoregressive setup', ',']",[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,8,"However, in autoregressive setup, as is the case for language modeling, the amount of information increases along the position dimension, which is a positional signal by its own.","['However,', 'in', 'autoregressive', 'setup,', 'as', 'is', 'the', 'case', 'for', 'language', 'modeling,', 'the', 'amount', 'of', 'information', 'increases', 'along', 'the', 'position', 'dimension,', 'which', 'is', 'a', 'positional', 'signal', 'by', 'its', 'own.']",
245,The analysis of attention weights shows that deep autoregressive self-attention models can automatically make use of such positional information.,,,,,,,shows,shows,['The analysis of attention weights'],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,9,The analysis of attention weights shows that deep autoregressive self-attention models can automatically make use of such positional information.,"['The', 'analysis', 'of', 'attention', 'weights', 'shows', 'that', 'deep', 'autoregressive', 'self-attention', 'models', 'can', 'automatically', 'make', 'use', 'of', 'such', 'positional', 'information.']",
246,We find that removing the positional encoding even slightly improves the performance of these models.,,,,,,,find,find,['We'],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Abstract,10,We find that removing the positional encoding even slightly improves the performance of these models.,"['We', 'find', 'that', 'removing', 'the', 'positional', 'encoding', 'even', 'slightly', 'improves', 'the', 'performance', 'of', 'these', 'models.']",
247,Language Modeling with Deep Transformers.,,,,,,,Language,Language,[],[],,,,,https://www.semanticscholar.org/paper/Language-Modeling-with-Deep-Transformers-Irie-Zeyer/3928b2177086532775fbf607ae3e05a0375a5061,27,Title,0,Language Modeling with Deep Transformers.,"['Language', 'Modeling', 'with', 'Deep', 'Transformers.']",
248,"In this work, we focus on fine-tuning an OpenAI GPT-2 pre-trained model for generating patent claims.",,,,,,,focus,focus,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Abstract,0,"In this work, we focus on fine-tuning an OpenAI GPT-2 pre-trained model for generating patent claims.","['In', 'this', 'work,', 'we', 'focus', 'on', 'fine-tuning', 'an', 'OpenAI', 'GPT-2', 'pre-trained', 'model', 'for', 'generating', 'patent', 'claims.']",
249,"GPT-2 has demonstrated impressive efficacy of pre-trained language models on various tasks, particularly coherent text generation.",,,,,,,demonstrated,has demonstrated,['GPT-2'],[],,,,,https://www.semanticscholar.org/paper/Patent-Claim-Generation-by-Fine-Tuning-OpenAI-GPT-2-Lee-Hsiang/76eac57d3ca9279def9c9542d536ed009dc492b0,28,Abstract,1,"GPT-2 has demonstrated impressive efficacy of pre-trained language models on various tasks, particularly coherent text generation.","['GPT-2', 'has', 'demonstrated', 'impressive', 'efficacy', 'of', 'pre-trained', 'language', 'models', 'on', 'various', 'tasks,', 'particularly', 'coherent', 'text', 'generation.']",
